location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_obesity,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_asthma,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_candidiasis,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_erectile_dysfunction,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_stroke,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vaginal_discharge,search_trends_vomiting,search_trends_weight_gain,search_trends_xeroderma,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_KY_21101,2020-01-11,ChIJ3SBkzwkhcIgRwigEybGQbwc,Q491894,geoId/21101,US,United States of America,KY,Kentucky,21101,Henderson County,US,USA,2,,,,,,,45867,22161,23706,5766,5792,5492,5694,5562,6512,5846,3355,1848,1846532,37.8,-87.57,1210,74.972727,,,,,,5.37,6.98,7.16,9.66,7.51,7.51,4.83,2.68,4.47,4.12,3.22,,17.71,4.65,8.41,4.12,4.29,9.48,5.72,3.94,4.47,5.9,,3.58,4.83,3.04,6.08,28.98,6.62,3.04,6.44,,3.94,4.65,4.12,41.15,4.29,8.23,,4.12,4.29,3.4,,8.77,2.68,,13.037037,4.962963,18.160494,27.504571,,11.746914,92.035873
US_KY_21101,2020-01-12,ChIJ3SBkzwkhcIgRwigEybGQbwc,Q491894,geoId/21101,US,United States of America,KY,Kentucky,21101,Henderson County,US,USA,2,,,,,,,45867,22161,23706,5766,5792,5492,5694,5562,6512,5846,3355,1848,1846532,37.8,-87.57,1210,74.972727,,,,,2.6,6.86,8.53,5.19,9.28,8.16,5.57,,4.64,6.86,5.19,2.97,2.6,21.15,5.19,9.46,,6.49,8.53,5.01,,5.75,3.9,5.19,6.49,5.19,2.6,7.42,27.64,3.15,3.52,7.23,4.27,4.45,5.38,5.94,45.45,4.27,10.94,,5.57,4.45,5.57,2.78,10.02,4.27,4.45,2.567901,0.703704,4.950617,32.475714,,0.833333,88.509937
US_KY_21101,2020-01-13,ChIJ3SBkzwkhcIgRwigEybGQbwc,Q491894,geoId/21101,US,United States of America,KY,Kentucky,21101,Henderson County,US,USA,2,,,,,,,45867,22161,23706,5766,5792,5492,5694,5562,6512,5846,3355,1848,1846532,37.8,-87.57,1210,74.972727,,,,,,7.39,9.27,3.19,8.26,9.85,5.36,2.32,2.61,6.23,4.06,,2.03,19.13,2.46,12.46,2.61,4.93,10.14,5.36,,4.06,5.8,6.52,4.64,4.49,4.64,7.39,25.94,4.78,4.64,5.36,2.32,5.07,4.49,4.64,40.72,3.91,6.09,2.75,5.65,6.38,4.64,3.04,3.77,3.77,2.61,4.382716,1.290123,7.444444,0.056444,,1.876543,83.953139
US_KY_21101,2020-01-14,ChIJ3SBkzwkhcIgRwigEybGQbwc,Q491894,geoId/21101,US,United States of America,KY,Kentucky,21101,Henderson County,US,USA,2,,,,,,,45867,22161,23706,5766,5792,5492,5694,5562,6512,5846,3355,1848,1846532,37.8,-87.57,1210,74.972727,,,,,,6.38,5.34,3.56,9.5,9.2,5.64,2.82,5.79,4.9,4.01,6.23,2.23,18.4,2.37,9.65,3.12,4.6,10.09,4.6,2.67,4.45,6.97,4.16,3.12,4.16,4.01,8.46,26.86,8.01,3.71,6.68,2.67,4.3,4.6,5.49,40.81,4.75,6.08,2.67,4.75,5.19,5.19,3.56,4.45,3.27,,6.444444,1.691358,13.481481,0.03175,,4.388889,86.80454
US_KY_21101,2020-01-15,ChIJ3SBkzwkhcIgRwigEybGQbwc,Q491894,geoId/21101,US,United States of America,KY,Kentucky,21101,Henderson County,US,USA,2,,,,,,,45867,22161,23706,5766,5792,5492,5694,5562,6512,5846,3355,1848,1846532,37.8,-87.57,1210,74.972727,,,,,2.22,3.26,7.56,4.6,7.71,8.75,3.41,,5.78,4.74,3.85,2.96,,15.57,3.11,8.15,3.71,5.19,9.49,3.41,3.11,4.45,5.78,4.0,2.82,3.41,2.52,9.34,21.35,4.15,2.37,6.52,2.37,4.3,3.26,6.38,33.65,4.89,6.67,2.52,5.49,5.04,4.74,3.85,3.85,2.22,,8.864198,3.469136,14.790123,0.181429,,7.808642,93.171055
US_KY_21101,2020-01-16,ChIJ3SBkzwkhcIgRwigEybGQbwc,Q491894,geoId/21101,US,United States of America,KY,Kentucky,21101,Henderson County,US,USA,2,,,,,,,45867,22161,23706,5766,5792,5492,5694,5562,6512,5846,3355,1848,1846532,37.8,-87.57,1210,74.972727,,,,,3.14,5.23,7.17,3.29,10.61,6.72,7.47,2.54,4.48,5.97,3.29,3.14,2.09,19.57,3.58,10.46,,4.78,5.53,5.08,3.44,4.63,5.53,3.29,5.53,3.29,2.69,9.11,23.9,6.27,2.69,6.42,2.09,4.93,3.29,5.23,39.58,4.93,8.81,,5.53,4.78,2.54,2.39,3.44,2.99,2.39,4.049383,-1.049383,11.858025,0.056444,,0.123457,75.671036
US_KY_21101,2020-01-17,ChIJ3SBkzwkhcIgRwigEybGQbwc,Q491894,geoId/21101,US,United States of America,KY,Kentucky,21101,Henderson County,US,USA,2,,,,,,,45867,22161,23706,5766,5792,5492,5694,5562,6512,5846,3355,1848,1846532,37.8,-87.57,1210,74.972727,,,,,,5.56,7.21,4.51,10.37,5.26,4.66,2.4,6.01,4.51,5.26,3.0,,20.59,4.21,10.22,2.4,3.91,7.51,5.71,2.71,4.36,5.26,5.11,7.06,4.81,3.31,6.91,23.59,4.06,3.0,4.06,3.15,2.55,3.15,4.66,35.46,5.26,5.41,,5.11,5.26,3.31,2.71,3.91,2.1,2.25,-1.018519,-2.950617,4.530864,0.0,,-5.660494,70.981396
US_KY_21101,2020-01-18,ChIJ3SBkzwkhcIgRwigEybGQbwc,Q491894,geoId/21101,US,United States of America,KY,Kentucky,21101,Henderson County,US,USA,2,,,,,,,45867,22161,23706,5766,5792,5492,5694,5562,6512,5846,3355,1848,1846532,37.8,-87.57,1210,74.972727,,,,,,4.94,8.23,2.74,10.79,5.49,4.21,,3.29,5.3,2.93,3.11,4.39,16.82,3.29,9.14,,4.39,9.51,4.57,3.48,4.57,5.85,,3.84,3.48,4.39,5.3,23.77,5.85,5.67,6.95,,4.39,4.21,4.94,37.12,4.21,7.13,2.56,5.12,4.75,3.66,4.21,2.56,2.56,,7.17284,0.222222,13.691358,8.466667,,2.635802,73.772001
US_KY_21101,2020-01-19,ChIJ3SBkzwkhcIgRwigEybGQbwc,Q491894,geoId/21101,US,United States of America,KY,Kentucky,21101,Henderson County,US,USA,2,,,,,,,45867,22161,23706,5766,5792,5492,5694,5562,6512,5846,3355,1848,1846532,37.8,-87.57,1210,74.972727,,,,,2.58,7.54,5.33,4.97,9.75,7.91,2.94,2.76,,5.33,3.31,,2.76,19.5,4.05,11.59,4.6,2.94,8.09,5.52,3.86,5.15,6.07,3.86,3.68,5.7,,7.36,31.45,3.86,4.78,6.44,,3.68,4.23,5.89,42.3,3.5,7.91,4.05,5.15,4.23,4.97,3.31,4.23,4.05,,-3.697531,-7.388889,3.753086,3.81,,-9.814815,62.869916
US_KY_21101,2020-01-20,ChIJ3SBkzwkhcIgRwigEybGQbwc,Q491894,geoId/21101,US,United States of America,KY,Kentucky,21101,Henderson County,US,USA,2,,,,,,,45867,22161,23706,5766,5792,5492,5694,5562,6512,5846,3355,1848,1846532,37.8,-87.57,1210,74.972727,,,,,3.29,4.5,7.79,,11.77,8.31,7.27,2.94,5.02,6.41,4.16,3.29,,20.95,2.94,9.0,4.16,5.37,10.22,,2.94,5.37,5.54,5.54,4.5,4.67,3.81,9.52,29.43,7.1,2.94,6.58,2.6,5.37,5.71,6.41,41.04,5.02,4.5,4.16,5.54,5.71,5.89,2.77,,4.67,,-7.320988,-8.790123,-3.709877,0.0,,-10.919753,75.566608
US_KY_21101,2020-01-21,ChIJ3SBkzwkhcIgRwigEybGQbwc,Q491894,geoId/21101,US,United States of America,KY,Kentucky,21101,Henderson County,US,USA,2,,,,,,,45867,22161,23706,5766,5792,5492,5694,5562,6512,5846,3355,1848,1846532,37.8,-87.57,1210,74.972727,,,,,,4.29,6.51,3.99,10.36,9.91,8.58,,6.8,4.59,4.88,5.62,2.22,20.12,3.55,10.36,2.81,4.29,7.25,3.55,,5.03,7.1,3.25,3.7,6.66,2.22,8.29,28.7,7.4,3.99,7.84,2.52,4.88,7.84,6.36,40.39,5.33,6.8,2.07,4.59,3.25,4.44,3.55,3.85,2.22,,-4.012346,-7.95679,0.320988,0.0,,-7.58642,76.352128
US_KY_21101,2020-01-22,ChIJ3SBkzwkhcIgRwigEybGQbwc,Q491894,geoId/21101,US,United States of America,KY,Kentucky,21101,Henderson County,US,USA,2,,,,,,,45867,22161,23706,5766,5792,5492,5694,5562,6512,5846,3355,1848,1846532,37.8,-87.57,1210,74.972727,,,,,3.31,4.52,6.63,3.62,7.68,8.59,7.23,2.71,4.97,5.87,4.67,4.97,3.31,20.33,3.92,9.94,3.01,4.97,10.84,5.27,4.82,5.27,6.63,3.01,4.97,6.63,2.26,7.23,30.42,5.87,3.16,5.57,3.92,5.27,6.78,6.17,38.56,5.72,8.43,4.07,4.97,6.17,2.71,,4.67,3.01,3.01,-3.419753,-7.740741,2.771605,0.0,,-7.308642,74.608028
US_KY_21101,2020-01-23,ChIJ3SBkzwkhcIgRwigEybGQbwc,Q491894,geoId/21101,US,United States of America,KY,Kentucky,21101,Henderson County,US,USA,2,,,,,,,45867,22161,23706,5766,5792,5492,5694,5562,6512,5846,3355,1848,1846532,37.8,-87.57,1210,74.972727,,,,,,5.06,6.1,3.42,10.11,7.88,8.03,3.27,4.61,5.5,2.38,6.1,3.12,19.48,5.5,10.71,3.72,3.87,7.14,4.31,3.42,5.21,4.76,4.46,2.97,5.95,3.42,6.99,27.36,8.18,4.01,8.92,2.53,3.72,5.95,5.65,38.51,3.87,7.73,3.12,5.06,3.72,4.91,4.31,3.72,2.23,2.23,2.537037,-0.944444,6.308642,1.227667,,-3.617284,64.575319
US_KY_21101,2020-01-24,ChIJ3SBkzwkhcIgRwigEybGQbwc,Q491894,geoId/21101,US,United States of America,KY,Kentucky,21101,Henderson County,US,USA,2,,,,,,,45867,22161,23706,5766,5792,5492,5694,5562,6512,5846,3355,1848,1846532,37.8,-87.57,1210,74.972727,,,,,3.26,4.01,7.42,4.3,10.53,10.53,6.08,2.67,5.34,5.49,4.75,4.01,2.52,23.14,3.56,9.35,2.67,5.34,8.31,4.45,3.71,5.49,6.53,2.67,3.86,7.27,2.08,8.16,33.82,4.6,,6.23,2.37,4.9,4.9,3.86,31.9,3.86,7.42,2.82,6.68,4.9,4.75,2.52,2.82,3.26,,4.432099,2.481481,5.858025,5.043714,,3.691358,95.041947
US_KY_21101,2020-01-25,ChIJ3SBkzwkhcIgRwigEybGQbwc,Q491894,geoId/21101,US,United States of America,KY,Kentucky,21101,Henderson County,US,USA,2,,,,,,,45867,22161,23706,5766,5792,5492,5694,5562,6512,5846,3355,1848,1846532,37.8,-87.57,1210,74.972727,,,,,3.38,6.95,6.2,5.45,12.21,7.13,4.13,,4.88,7.51,3.94,3.38,,24.79,3.94,11.08,5.07,3.94,6.57,4.69,3.75,7.32,5.07,3.75,4.32,5.07,,5.82,34.36,7.7,,6.38,2.82,4.13,5.45,5.45,40.56,3.38,8.45,,4.32,4.51,4.69,,4.88,4.51,3.57,1.907407,1.080247,4.339506,2.322286,,0.160494,88.358199
US_KY_21101,2020-01-26,ChIJ3SBkzwkhcIgRwigEybGQbwc,Q491894,geoId/21101,US,United States of America,KY,Kentucky,21101,Henderson County,US,USA,2,,,,,,,45867,22161,23706,5766,5792,5492,5694,5562,6512,5846,3355,1848,1846532,37.8,-87.57,1210,74.972727,,,,,3.76,5.72,9.48,4.83,10.55,7.69,4.83,,3.94,4.83,5.01,,2.5,27.19,2.86,11.99,3.22,3.76,9.66,3.76,2.5,7.16,5.72,4.47,3.76,5.55,4.65,9.84,33.81,5.01,3.4,8.77,,3.58,4.29,5.37,41.68,4.83,6.62,3.58,5.72,4.29,6.08,3.22,3.76,,,1.802469,-2.0,8.049383,0.0,,-0.845679,82.745469
US_KY_21101,2020-01-27,ChIJ3SBkzwkhcIgRwigEybGQbwc,Q491894,geoId/21101,US,United States of America,KY,Kentucky,21101,Henderson County,US,USA,2,,,,,,,45867,22161,23706,5766,5792,5492,5694,5562,6512,5846,3355,1848,1846532,37.8,-87.57,1210,74.972727,,,,,,5.42,5.71,2.34,12.01,6.59,5.57,,3.96,5.57,4.1,2.2,2.2,24.03,4.98,11.43,3.22,4.25,9.23,4.83,3.22,6.89,8.94,5.13,2.34,4.83,2.49,6.74,30.62,5.42,2.2,7.18,3.66,3.66,4.1,5.28,39.27,4.83,6.3,3.66,5.71,6.15,4.83,4.1,4.83,3.96,,1.666667,-1.611111,6.209877,0.0,,0.240741,90.512928
US_KY_21101,2020-01-28,ChIJ3SBkzwkhcIgRwigEybGQbwc,Q491894,geoId/21101,US,United States of America,KY,Kentucky,21101,Henderson County,US,USA,2,,,,,,,45867,22161,23706,5766,5792,5492,5694,5562,6512,5846,3355,1848,1846532,37.8,-87.57,1210,74.972727,,,,,,5.37,6.87,3.73,8.96,8.51,5.52,2.09,3.73,5.67,4.93,3.58,2.09,24.48,5.08,9.4,2.09,5.52,9.7,5.22,2.39,6.12,4.63,6.12,2.09,5.67,3.28,10.75,38.06,5.67,2.69,7.31,,4.78,5.22,4.18,39.85,3.88,10.3,3.58,4.03,5.52,5.08,4.93,3.43,3.13,,-0.430556,-1.291667,1.326389,0.0635,,-1.638889,91.649727
US_KY_21101,2020-01-29,ChIJ3SBkzwkhcIgRwigEybGQbwc,Q491894,geoId/21101,US,United States of America,KY,Kentucky,21101,Henderson County,US,USA,2,,,,,,,45867,22161,23706,5766,5792,5492,5694,5562,6512,5846,3355,1848,1846532,37.8,-87.57,1210,74.972727,,,,,,6.99,5.66,5.06,9.38,8.18,4.76,2.08,2.98,5.36,5.8,2.83,2.68,30.5,3.27,11.9,3.57,3.57,8.93,4.61,2.08,5.06,6.55,3.72,4.17,2.83,,8.04,41.22,5.36,2.53,7.29,3.57,2.98,2.38,6.55,42.11,4.32,12.05,2.83,6.25,5.95,3.57,4.17,,3.12,2.98,1.131944,-0.347222,4.0,0.508,,-0.75,87.450929
US_KY_21101,2020-01-30,ChIJ3SBkzwkhcIgRwigEybGQbwc,Q491894,geoId/21101,US,United States of America,KY,Kentucky,21101,Henderson County,US,USA,2,,,,,,,45867,22161,23706,5766,5792,5492,5694,5562,6512,5846,3355,1848,1846532,37.8,-87.57,1210,74.972727,,,,,,7.3,5.43,4.58,9.17,7.64,5.77,,3.4,5.43,5.26,4.25,2.38,36.68,3.23,12.9,3.74,4.08,11.04,3.91,3.91,6.11,6.79,4.92,4.25,4.25,3.4,10.02,42.79,6.96,2.72,7.64,4.75,3.74,5.77,6.11,40.58,3.23,6.79,,3.91,4.92,6.11,3.57,3.74,4.25,,1.802469,-0.123457,4.469136,0.296333,,-0.092593,87.390195
US_KY_21101,2020-01-31,ChIJ3SBkzwkhcIgRwigEybGQbwc,Q491894,geoId/21101,US,United States of America,KY,Kentucky,21101,Henderson County,US,USA,2,,,,,,,45867,22161,23706,5766,5792,5492,5694,5562,6512,5846,3355,1848,1846532,37.8,-87.57,1210,74.972727,,,,,,4.97,6.34,5.49,9.6,9.6,,,3.6,6.86,4.97,3.08,4.46,35.31,3.77,12.86,3.77,6.17,8.91,3.77,3.26,5.83,5.66,4.29,4.46,5.83,3.43,8.57,43.71,4.29,3.43,7.37,4.11,5.83,3.43,7.2,41.13,2.4,9.94,3.77,4.63,6.86,5.83,2.57,3.77,3.08,3.08,3.388889,1.191358,5.796296,1.487714,,1.512346,87.619251
US_KY_21101,2020-02-01,ChIJ3SBkzwkhcIgRwigEybGQbwc,Q491894,geoId/21101,US,United States of America,KY,Kentucky,21101,Henderson County,US,USA,2,,,,,,,45867,22161,23706,5766,5792,5492,5694,5562,6512,5846,3355,1848,1846532,37.8,-87.57,1210,74.972727,,,,,,7.88,8.8,3.67,10.45,7.88,5.13,,2.57,4.22,3.3,2.57,,26.41,4.03,9.9,,4.22,8.25,4.4,6.42,7.33,7.7,4.95,4.58,6.24,4.4,7.15,28.61,5.87,4.95,6.6,,4.4,4.22,4.03,37.59,4.95,6.05,2.75,6.05,4.95,3.3,,3.48,2.93,,4.783951,2.802469,7.709877,0.903111,,2.351852,84.311907
US_KY_21101,2020-02-02,ChIJ3SBkzwkhcIgRwigEybGQbwc,Q491894,geoId/21101,US,United States of America,KY,Kentucky,21101,Henderson County,US,USA,2,,,,,,,45867,22161,23706,5766,5792,5492,5694,5562,6512,5846,3355,1848,1846532,37.8,-87.57,1210,74.972727,,,,,2.57,6.62,8.46,3.86,9.56,7.72,4.78,,3.68,4.96,5.7,,4.23,22.8,3.86,10.3,3.13,6.62,10.11,5.7,2.57,5.88,7.54,4.78,2.76,5.7,,6.07,25.01,5.52,2.94,8.09,,5.15,4.04,5.7,41.19,2.76,5.7,3.49,6.62,3.68,6.8,3.13,4.41,2.57,2.57,6.993827,-0.925926,18.41358,0.0,,0.907407,65.406782
