location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_obesity,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anemia,search_trends_anxiety,search_trends_arthritis,search_trends_asthma,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bloating,search_trends_bone_fracture,search_trends_burn,search_trends_candidiasis,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_dementia,search_trends_depression,search_trends_dermatitis,search_trends_diabetes,search_trends_diarrhea,search_trends_epilepsy,search_trends_erectile_dysfunction,search_trends_fatigue,search_trends_fever,search_trends_flatulence,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_myocardial_infarction,search_trends_nausea,search_trends_obesity,search_trends_pain,search_trends_scar,search_trends_skin_condition,search_trends_skin_rash,search_trends_sleep_disorder,search_trends_stroke,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vaginal_discharge,search_trends_vomiting,search_trends_weight_gain,search_trends_xeroderma,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_MI_26149,2020-01-11,ChIJB_ywuOirF4gRKE3yRl5EVQQ,Q167589,geoId/26149,US,United States of America,MI,Michigan,26149,St. Joseph County,US,USA,2,,,,,,,60710,30185,30525,8061,8227,7231,6945,6965,8493,7750,4474,2564,1801751,41.92,-85.53,1350,76.629412,,,,,2.77,3.93,6.7,3.2,7.86,,5.24,4.8,,3.64,3.79,2.77,,2.04,,,13.54,2.77,10.19,2.77,,4.8,2.62,8.74,4.95,2.48,3.06,3.49,6.12,2.33,2.91,3.49,3.49,3.06,5.97,25.92,6.12,2.18,4.66,2.62,,3.06,2.04,3.79,4.22,33.63,,5.1,7.72,,2.91,4.51,2.77,2.77,2.62,3.2,,2.18,7.161111,0.566667,13.061111,46.566667,,6.438889,95.208651
US_MI_26149,2020-01-12,ChIJB_ywuOirF4gRKE3yRl5EVQQ,Q167589,geoId/26149,US,United States of America,MI,Michigan,26149,St. Joseph County,US,USA,2,,,,,,,60710,30185,30525,8061,8227,7231,6945,6965,8493,7750,4474,2564,1801751,41.92,-85.53,1350,76.629412,,,,,,2.77,4.96,3.94,9.19,,6.42,5.54,,3.94,5.1,,,,,2.04,12.1,3.06,7.73,3.65,,3.79,2.04,8.6,2.48,,3.5,3.65,2.48,2.92,3.94,4.81,3.79,4.23,6.56,21.87,5.54,2.48,5.83,2.62,,3.79,,2.77,4.81,29.16,,4.08,6.12,2.04,,3.94,2.48,2.62,,3.5,3.5,,-1.35,-3.866667,0.783333,10.232571,,-3.15,87.658041
US_MI_26149,2020-01-13,ChIJB_ywuOirF4gRKE3yRl5EVQQ,Q167589,geoId/26149,US,United States of America,MI,Michigan,26149,St. Joseph County,US,USA,2,,,,,,,60710,30185,30525,8061,8227,7231,6945,6965,8493,7750,4474,2564,1801751,41.92,-85.53,1350,76.629412,,,,,2.16,6.24,6.36,3.84,7.08,3.84,7.68,2.88,,4.44,5.04,3.84,1.68,2.16,,1.8,10.21,3.36,6.36,2.64,,3.0,1.68,7.32,3.96,1.92,3.24,3.36,6.0,,3.0,2.52,3.6,3.24,7.32,21.25,5.4,2.28,6.48,1.68,4.8,3.48,2.4,,5.16,30.86,2.28,2.52,6.84,1.92,3.0,3.84,3.72,5.04,1.68,1.8,2.28,2.16,0.388889,-2.072222,1.494444,0.127,,-1.455556,87.535471
US_MI_26149,2020-01-14,ChIJB_ywuOirF4gRKE3yRl5EVQQ,Q167589,geoId/26149,US,United States of America,MI,Michigan,26149,St. Joseph County,US,USA,2,,,,,,,60710,30185,30525,8061,8227,7231,6945,6965,8493,7750,4474,2564,1801751,41.92,-85.53,1350,76.629412,,,,,2.42,3.62,4.47,2.9,8.46,3.5,5.68,3.62,2.17,3.99,5.2,3.14,1.69,2.17,,2.42,11.84,3.99,6.4,2.78,,4.83,1.69,6.77,4.35,3.38,2.66,4.23,3.99,2.54,3.5,2.42,3.99,3.75,7.13,23.44,3.99,1.81,7.85,1.93,4.59,3.14,2.3,1.81,4.35,29.0,,3.38,5.68,,1.93,5.56,2.3,3.02,2.3,2.3,3.99,,1.844444,-0.1,4.4,0.0254,,-0.2,86.432878
US_MI_26149,2020-01-15,ChIJB_ywuOirF4gRKE3yRl5EVQQ,Q167589,geoId/26149,US,United States of America,MI,Michigan,26149,St. Joseph County,US,USA,2,,,,,,,60710,30185,30525,8061,8227,7231,6945,6965,8493,7750,4474,2564,1801751,41.92,-85.53,1350,76.629412,,,,,2.17,3.37,4.09,2.65,6.98,2.29,4.82,4.09,2.05,4.45,5.06,2.65,,1.81,,2.05,12.04,3.49,6.98,2.29,1.93,4.57,,7.58,4.09,,2.65,3.37,3.49,2.29,3.85,2.17,4.09,2.77,5.54,20.22,3.37,1.81,6.26,,4.82,4.09,,,5.42,30.46,,2.65,6.62,2.65,2.41,3.49,3.37,3.61,2.41,2.05,1.69,2.29,1.088889,-2.727778,3.877778,0.1016,,-0.044444,92.244452
US_MI_26149,2020-01-16,ChIJB_ywuOirF4gRKE3yRl5EVQQ,Q167589,geoId/26149,US,United States of America,MI,Michigan,26149,St. Joseph County,US,USA,2,,,,,,,60710,30185,30525,8061,8227,7231,6945,6965,8493,7750,4474,2564,1801751,41.92,-85.53,1350,76.629412,,,,,2.13,5.01,4.88,2.88,7.76,3.13,6.39,3.76,2.63,3.38,3.63,3.63,,3.88,,1.88,12.27,3.26,8.89,1.88,1.75,3.13,,8.27,4.51,2.38,2.0,2.38,3.76,1.88,2.0,2.5,4.51,2.13,7.64,21.29,5.01,2.25,7.14,2.75,4.13,3.76,,1.88,3.38,31.18,2.25,3.51,6.01,2.63,2.13,5.38,4.51,3.38,2.13,1.75,2.38,1.88,-1.316667,-5.916667,2.733333,0.254,,-4.588889,78.460607
US_MI_26149,2020-01-17,ChIJB_ywuOirF4gRKE3yRl5EVQQ,Q167589,geoId/26149,US,United States of America,MI,Michigan,26149,St. Joseph County,US,USA,2,,,,,,,60710,30185,30525,8061,8227,7231,6945,6965,8493,7750,4474,2564,1801751,41.92,-85.53,1350,76.629412,,,,,1.74,2.49,4.73,2.49,5.35,2.11,4.97,3.61,,2.11,4.6,2.98,,2.11,,,12.19,2.61,8.21,2.74,,3.23,1.74,7.21,3.48,,,2.61,4.97,,1.87,3.86,3.73,1.87,3.98,19.65,4.6,,6.09,2.11,4.23,2.74,,,6.47,27.36,,2.86,3.36,,,3.11,3.48,3.73,2.24,3.48,2.86,,-5.883333,-9.15,-0.727778,0.0,,-10.094444,72.24576
US_MI_26149,2020-01-18,ChIJB_ywuOirF4gRKE3yRl5EVQQ,Q167589,geoId/26149,US,United States of America,MI,Michigan,26149,St. Joseph County,US,USA,2,,,,,,,60710,30185,30525,8061,8227,7231,6945,6965,8493,7750,4474,2564,1801751,41.92,-85.53,1350,76.629412,,,,,2.54,4.34,7.33,4.04,7.03,2.69,5.98,4.34,3.14,,5.23,4.04,,3.59,2.54,3.59,14.21,4.63,7.48,3.59,,2.69,2.99,8.07,2.09,,2.54,2.99,2.99,2.54,3.44,2.99,2.99,3.29,6.13,21.83,4.49,,6.58,,3.29,2.54,,,2.84,31.4,4.63,2.84,5.53,2.09,,4.19,4.49,2.99,2.39,,,2.54,-0.516667,-5.65,3.722222,11.133667,,-2.022222,89.636511
US_MI_26149,2020-01-19,ChIJB_ywuOirF4gRKE3yRl5EVQQ,Q167589,geoId/26149,US,United States of America,MI,Michigan,26149,St. Joseph County,US,USA,2,,,,,,,60710,30185,30525,8061,8227,7231,6945,6965,8493,7750,4474,2564,1801751,41.92,-85.53,1350,76.629412,,,,,2.92,6.57,6.87,4.24,8.33,2.04,5.55,4.67,,2.48,5.26,2.63,,3.07,,2.19,15.34,3.51,9.79,4.38,2.04,3.36,2.92,7.16,4.38,,,4.67,5.26,,4.09,3.51,4.09,2.19,4.82,18.4,4.67,2.92,5.99,2.77,3.65,4.97,,3.21,3.36,34.76,2.19,3.65,5.84,2.92,,4.09,2.48,2.92,,4.24,,3.07,-9.283333,-12.8,-0.838889,3.302,50.8,-12.372222,78.313137
US_MI_26149,2020-01-20,ChIJB_ywuOirF4gRKE3yRl5EVQQ,Q167589,geoId/26149,US,United States of America,MI,Michigan,26149,St. Joseph County,US,USA,2,,,,,,,60710,30185,30525,8061,8227,7231,6945,6965,8493,7750,4474,2564,1801751,41.92,-85.53,1350,76.629412,,,,,,4.82,7.91,2.47,7.05,1.73,8.04,3.71,,3.09,4.33,3.09,,2.47,,1.85,15.82,1.98,7.91,3.21,2.47,3.09,1.85,7.42,4.2,2.35,,5.32,5.44,2.72,3.71,2.47,5.56,1.85,6.06,23.49,5.44,2.84,5.81,,5.07,4.7,1.73,1.98,3.21,30.29,1.73,3.83,6.55,2.47,,4.7,5.32,3.96,,2.97,2.6,2.35,-8.9,-14.011111,-3.855556,0.544286,50.8,-11.694444,80.259659
US_MI_26149,2020-01-21,ChIJB_ywuOirF4gRKE3yRl5EVQQ,Q167589,geoId/26149,US,United States of America,MI,Michigan,26149,St. Joseph County,US,USA,2,,,,,,,60710,30185,30525,8061,8227,7231,6945,6965,8493,7750,4474,2564,1801751,41.92,-85.53,1350,76.629412,,,,,,4.32,6.17,2.22,6.42,2.47,7.28,3.83,,4.07,6.05,2.59,2.22,2.47,,2.1,16.91,2.96,6.42,,2.71,4.2,2.1,8.15,3.7,2.84,2.35,4.94,5.8,1.98,3.7,2.22,7.9,3.21,7.16,22.09,4.32,,6.67,2.35,3.46,7.41,1.73,,4.69,36.16,,4.2,6.42,,1.73,5.06,4.44,,2.22,3.09,2.59,3.21,-4.105556,-7.966667,-1.4,0.084667,99.06,-7.783333,75.645946
US_MI_26149,2020-01-22,ChIJB_ywuOirF4gRKE3yRl5EVQQ,Q167589,geoId/26149,US,United States of America,MI,Michigan,26149,St. Joseph County,US,USA,2,,,,,,,60710,30185,30525,8061,8227,7231,6945,6965,8493,7750,4474,2564,1801751,41.92,-85.53,1350,76.629412,,,,,1.83,4.63,2.56,,7.3,1.95,8.4,5.36,2.19,3.17,4.02,2.92,2.19,2.31,1.7,2.56,14.97,2.31,9.98,,2.92,4.38,1.7,7.79,3.9,2.07,2.8,3.17,4.75,1.83,2.19,3.41,6.57,2.19,9.25,22.89,5.24,2.8,5.48,1.95,4.99,7.18,2.56,,4.38,32.99,,3.9,5.48,,3.17,4.63,4.38,3.29,2.56,2.07,3.53,,-4.133333,-7.15,0.038889,0.0,78.74,-8.255556,73.052259
US_MI_26149,2020-01-23,ChIJB_ywuOirF4gRKE3yRl5EVQQ,Q167589,geoId/26149,US,United States of America,MI,Michigan,26149,St. Joseph County,US,USA,2,,,,,,,60710,30185,30525,8061,8227,7231,6945,6965,8493,7750,4474,2564,1801751,41.92,-85.53,1350,76.629412,,,,,,4.69,5.65,3.61,6.74,2.29,8.18,4.45,1.8,4.93,4.09,2.53,2.41,,,2.65,15.64,3.61,6.62,,1.8,4.69,2.17,7.94,3.25,1.93,2.53,5.05,4.57,2.53,4.33,2.89,5.29,2.29,6.26,21.41,3.61,2.53,5.41,,3.85,4.09,3.25,,4.81,29.11,,3.49,4.69,,2.53,5.78,3.73,3.37,2.17,2.17,3.61,2.04,0.655556,-3.594444,3.244444,0.0,78.74,-5.505556,63.427711
US_MI_26149,2020-01-24,ChIJB_ywuOirF4gRKE3yRl5EVQQ,Q167589,geoId/26149,US,United States of America,MI,Michigan,26149,St. Joseph County,US,USA,2,,,,,,,60710,30185,30525,8061,8227,7231,6945,6965,8493,7750,4474,2564,1801751,41.92,-85.53,1350,76.629412,,,,,3.12,2.88,5.28,4.8,6.96,2.04,7.79,3.96,2.16,3.12,3.48,3.6,2.52,,,,21.34,1.68,9.35,,2.4,3.72,3.24,7.19,2.4,1.92,3.84,3.72,5.04,2.4,2.04,1.8,2.16,,5.52,28.18,3.96,2.28,6.12,3.12,2.88,3.84,2.04,3.36,3.96,31.06,,2.52,5.88,,2.16,3.6,4.2,3.84,2.28,2.16,2.16,,2.305556,0.455556,3.383333,0.931333,78.74,0.377778,87.166707
US_MI_26149,2020-01-25,ChIJB_ywuOirF4gRKE3yRl5EVQQ,Q167589,geoId/26149,US,United States of America,MI,Michigan,26149,St. Joseph County,US,USA,2,,,,,,,60710,30185,30525,8061,8227,7231,6945,6965,8493,7750,4474,2564,1801751,41.92,-85.53,1350,76.629412,,,,,,4.22,7.7,5.73,10.26,,5.13,5.88,,3.47,3.92,4.83,,3.77,,,23.99,4.53,8.15,2.72,2.41,4.38,2.26,10.56,6.94,,3.02,3.92,5.43,2.72,3.62,3.17,6.64,2.72,6.79,30.18,3.77,3.77,7.09,3.17,3.02,3.17,,2.72,5.58,36.66,,3.02,4.68,2.56,,3.77,4.22,3.02,2.72,3.32,,2.72,1.172222,0.472222,2.827778,5.461,30.48,0.494444,95.286838
US_MI_26149,2020-01-26,ChIJB_ywuOirF4gRKE3yRl5EVQQ,Q167589,geoId/26149,US,United States of America,MI,Michigan,26149,St. Joseph County,US,USA,2,,,,,,,60710,30185,30525,8061,8227,7231,6945,6965,8493,7750,4474,2564,1801751,41.92,-85.53,1350,76.629412,,,,,,5.38,6.38,4.82,9.21,,7.37,3.54,,2.55,4.68,,,,,2.27,27.64,2.41,9.64,2.27,,5.24,,6.66,3.69,2.27,1.98,3.83,6.38,,2.55,,3.83,,6.24,32.03,5.81,1.98,6.09,3.69,4.25,3.83,2.13,3.26,4.25,31.89,,4.25,7.23,,2.98,4.25,3.26,,4.39,2.83,3.54,,0.416667,0.118056,1.402778,0.889,,-0.372222,94.491935
US_MI_26149,2020-01-27,ChIJB_ywuOirF4gRKE3yRl5EVQQ,Q167589,geoId/26149,US,United States of America,MI,Michigan,26149,St. Joseph County,US,USA,2,,,,,,,60710,30185,30525,8061,8227,7231,6945,6965,8493,7750,4474,2564,1801751,41.92,-85.53,1350,76.629412,,,,,1.73,4.19,3.57,2.09,7.76,2.46,6.78,3.82,,3.33,3.2,3.57,,3.08,,1.85,24.15,1.85,8.87,2.09,1.97,4.8,2.46,9.98,3.57,3.2,,4.19,5.17,2.71,3.33,2.46,5.67,2.96,6.53,30.3,4.19,2.59,6.16,2.59,4.07,4.93,3.82,2.46,3.94,32.77,,3.57,5.79,2.22,3.82,5.91,4.56,1.73,,5.05,3.57,,0.405556,-0.511111,2.055556,0.0635,,-1.044444,90.099168
US_MI_26149,2020-01-28,ChIJB_ywuOirF4gRKE3yRl5EVQQ,Q167589,geoId/26149,US,United States of America,MI,Michigan,26149,St. Joseph County,US,USA,2,,,,,,,60710,30185,30525,8061,8227,7231,6945,6965,8493,7750,4474,2564,1801751,41.92,-85.53,1350,76.629412,,,,,2.27,4.92,7.06,2.65,9.33,,7.06,3.15,,3.66,4.79,2.9,1.76,4.04,,2.9,23.96,2.77,10.34,3.15,2.14,3.4,,7.69,4.29,,3.03,4.79,6.3,,1.89,,3.78,2.14,4.79,33.67,5.42,2.9,6.43,2.52,4.29,3.28,3.03,2.52,4.92,33.04,,4.29,4.79,2.77,4.41,4.41,3.78,3.28,2.52,3.4,3.03,,0.211111,-0.438272,1.641975,0.4445,,-1.522222,88.267095
US_MI_26149,2020-01-29,ChIJB_ywuOirF4gRKE3yRl5EVQQ,Q167589,geoId/26149,US,United States of America,MI,Michigan,26149,St. Joseph County,US,USA,2,,,,,,,60710,30185,30525,8061,8227,7231,6945,6965,8493,7750,4474,2564,1801751,41.92,-85.53,1350,76.629412,,,,,,4.07,3.45,3.58,7.15,2.47,7.28,2.47,2.71,3.21,5.3,,2.22,3.21,,2.84,21.21,2.84,7.4,3.08,1.97,4.56,,9.49,2.71,,2.71,4.93,8.26,2.22,3.7,,3.45,3.08,5.67,33.42,5.43,2.34,6.04,3.45,3.58,2.59,2.84,,4.07,32.92,,2.71,9.25,1.97,1.97,5.18,4.69,3.33,,2.71,1.73,,-0.394444,-1.077778,0.455556,0.0635,,-4.444444,74.339884
US_MI_26149,2020-01-30,ChIJB_ywuOirF4gRKE3yRl5EVQQ,Q167589,geoId/26149,US,United States of America,MI,Michigan,26149,St. Joseph County,US,USA,2,,,,,,,60710,30185,30525,8061,8227,7231,6945,6965,8493,7750,4474,2564,1801751,41.92,-85.53,1350,76.629412,,,,,2.11,3.34,5.2,2.6,8.05,2.48,6.94,3.47,2.11,3.96,4.33,3.1,2.23,2.48,,2.35,30.22,2.11,8.42,,1.98,5.33,2.48,8.05,3.34,4.21,1.73,4.71,5.82,1.98,4.71,,4.46,2.6,6.19,29.85,5.95,2.85,5.95,1.98,5.33,2.97,2.48,,6.07,34.19,,3.22,6.32,2.35,2.6,5.08,3.59,3.47,3.1,2.73,2.6,,-0.533333,-1.4,0.461111,0.0,,-4.383333,75.300805
