location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_obesity,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_asthma,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_candidiasis,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_dermatitis,search_trends_diabetes,search_trends_diarrhea,search_trends_erectile_dysfunction,search_trends_fatigue,search_trends_fever,search_trends_flatulence,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_myocardial_infarction,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_sleep_disorder,search_trends_stroke,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vaginal_discharge,search_trends_vomiting,search_trends_weight_gain,search_trends_xeroderma,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_GA_13009,2020-01-11,ChIJy4bc6AfI9ogRkfdoqTq9cG4,Q488206,geoId/13009,US,United States of America,GA,Georgia,13009,Baldwin County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44963,22774,22189,4633,6713,8384,4915,4745,5756,5238,3034,1545,1020678,33.07,-83.25,693,75.044444,,,,,,3.32,4.1,11.51,5.85,11.32,10.15,4.68,,3.51,5.66,7.42,,3.9,16.2,,10.15,,6.83,3.12,9.95,4.68,,4.29,5.66,3.9,3.51,7.61,5.07,4.29,9.37,25.95,7.42,3.51,9.37,,4.49,4.49,2.93,5.07,40.59,4.68,8.39,,,3.9,,6.44,4.49,3.51,3.12,,18.683333,15.522222,21.966667,2.9845,16.962963,89.169164
US_GA_13009,2020-01-12,ChIJy4bc6AfI9ogRkfdoqTq9cG4,Q488206,geoId/13009,US,United States of America,GA,Georgia,13009,Baldwin County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44963,22774,22189,4633,6713,8384,4915,4745,5756,5238,3034,1545,1020678,33.07,-83.25,693,75.044444,,,,,,4.66,4.85,15.48,5.41,7.83,6.9,4.1,,3.92,6.71,3.92,3.17,5.59,15.11,3.73,7.83,2.61,4.29,3.17,8.95,3.36,,3.36,7.27,3.54,3.17,7.09,4.29,3.73,8.39,23.13,6.53,5.04,11.94,3.73,3.54,2.61,3.73,3.92,39.35,4.29,7.27,5.59,4.66,7.27,3.36,6.9,5.97,3.36,4.66,3.17,17.066667,12.166667,21.6,27.3304,15.234568,88.650675
US_GA_13009,2020-01-13,ChIJy4bc6AfI9ogRkfdoqTq9cG4,Q488206,geoId/13009,US,United States of America,GA,Georgia,13009,Baldwin County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44963,22774,22189,4633,6713,8384,4915,4745,5756,5238,3034,1545,1020678,33.07,-83.25,693,75.044444,,,,,,4.33,4.47,7.99,3.11,10.83,9.88,6.5,3.11,5.28,5.55,5.55,3.93,5.01,15.3,4.2,9.21,3.11,5.55,,10.56,3.52,,6.5,5.42,,4.47,4.74,5.69,3.38,9.61,30.47,7.45,3.38,9.34,,2.44,5.14,3.52,5.01,39.0,3.66,9.34,3.25,3.25,5.69,5.96,5.96,5.55,3.93,3.79,,17.616667,15.844444,20.122222,4.826,17.256944,96.830555
US_GA_13009,2020-01-14,ChIJy4bc6AfI9ogRkfdoqTq9cG4,Q488206,geoId/13009,US,United States of America,GA,Georgia,13009,Baldwin County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44963,22774,22189,4633,6713,8384,4915,4745,5756,5238,3034,1545,1020678,33.07,-83.25,693,75.044444,,,,,,4.79,5.48,7.53,6.3,10.82,7.8,4.66,2.46,5.61,5.75,3.97,2.74,3.29,16.02,4.24,9.86,2.88,7.67,,11.5,4.93,,6.71,5.2,2.05,4.66,3.97,4.11,3.42,8.21,27.66,5.07,4.52,6.16,2.33,5.75,3.83,3.83,6.57,41.76,4.66,7.94,4.11,3.56,4.93,4.79,4.38,4.79,2.88,4.93,2.33,17.622222,15.722222,20.244444,23.8252,17.395833,96.35274
US_GA_13009,2020-01-15,ChIJy4bc6AfI9ogRkfdoqTq9cG4,Q488206,geoId/13009,US,United States of America,GA,Georgia,13009,Baldwin County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44963,22774,22189,4633,6713,8384,4915,4745,5756,5238,3034,1545,1020678,33.07,-83.25,693,75.044444,,,,,,4.12,6.61,9.11,6.32,11.02,9.85,4.56,2.65,4.56,5.14,4.85,4.56,6.17,17.78,3.97,10.29,4.12,4.26,3.09,9.4,5.14,,8.82,5.58,2.35,4.85,5.14,5.73,3.82,11.9,28.95,5.58,4.41,8.67,2.94,6.61,4.85,5.29,7.35,42.03,5.29,7.79,3.38,3.97,5.0,4.7,6.47,4.41,3.09,4.12,,17.311111,13.627778,23.2,8.4328,16.069444,90.396098
US_GA_13009,2020-01-16,ChIJy4bc6AfI9ogRkfdoqTq9cG4,Q488206,geoId/13009,US,United States of America,GA,Georgia,13009,Baldwin County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44963,22774,22189,4633,6713,8384,4915,4745,5756,5238,3034,1545,1020678,33.07,-83.25,693,75.044444,,,,,,2.51,4.89,10.19,6.42,9.91,9.49,4.33,2.65,5.31,4.75,3.21,,4.47,14.24,3.63,6.14,3.91,4.61,3.21,8.66,3.77,,5.86,5.86,4.33,3.07,4.61,3.77,,12.29,24.43,6.28,3.63,8.52,2.23,2.79,3.77,,9.77,41.33,5.58,7.96,4.33,3.35,7.54,5.31,5.03,2.93,2.65,4.75,,18.516667,15.527778,22.705556,7.1628,13.635802,72.956993
US_GA_13009,2020-01-17,ChIJy4bc6AfI9ogRkfdoqTq9cG4,Q488206,geoId/13009,US,United States of America,GA,Georgia,13009,Baldwin County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44963,22774,22189,4633,6713,8384,4915,4745,5756,5238,3034,1545,1020678,33.07,-83.25,693,75.044444,,,,,,,2.84,10.59,4.42,10.11,6.0,4.42,,4.11,4.9,3.48,2.84,2.69,14.54,,9.64,2.37,5.69,2.21,7.74,4.58,3.16,5.85,5.21,,3.79,4.42,5.21,2.84,7.9,27.34,6.95,3.95,5.69,,4.11,4.74,,5.06,32.08,7.58,5.06,2.53,3.16,4.74,3.32,4.9,4.11,3.32,3.32,2.37,10.888889,6.272222,17.055556,1.27,-2.234568,39.529752
US_GA_13009,2020-01-18,ChIJy4bc6AfI9ogRkfdoqTq9cG4,Q488206,geoId/13009,US,United States of America,GA,Georgia,13009,Baldwin County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44963,22774,22189,4633,6713,8384,4915,4745,5756,5238,3034,1545,1020678,33.07,-83.25,693,75.044444,,,,,,3.81,4.71,11.65,4.48,14.35,5.6,3.36,,,7.17,4.93,,4.71,17.48,4.71,8.29,3.36,6.5,3.59,9.19,3.81,4.26,5.38,6.28,3.36,7.84,5.83,4.04,5.16,3.81,27.34,7.17,,7.62,7.17,5.38,4.26,,6.72,42.59,4.71,10.54,,,6.05,4.26,8.29,7.4,4.48,3.36,,8.598765,5.209877,14.876543,0.1905,1.104167,58.036292
US_GA_13009,2020-01-19,ChIJy4bc6AfI9ogRkfdoqTq9cG4,Q488206,geoId/13009,US,United States of America,GA,Georgia,13009,Baldwin County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44963,22774,22189,4633,6713,8384,4915,4745,5756,5238,3034,1545,1020678,33.07,-83.25,693,75.044444,,,,,,,6.53,9.13,5.87,10.01,10.22,6.53,,3.04,6.74,,,4.79,16.31,,14.14,4.35,4.35,,8.7,4.57,,5.66,4.35,3.92,4.35,6.53,4.57,,8.92,25.88,6.96,3.04,7.39,4.57,3.48,5.66,,,43.06,,5.66,4.35,,6.09,4.57,5.44,6.09,4.79,3.04,,10.683333,6.105556,14.088889,6.5532,4.740741,65.297432
US_GA_13009,2020-01-20,ChIJy4bc6AfI9ogRkfdoqTq9cG4,Q488206,geoId/13009,US,United States of America,GA,Georgia,13009,Baldwin County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44963,22774,22189,4633,6713,8384,4915,4745,5756,5238,3034,1545,1020678,33.07,-83.25,693,75.044444,,,,,,,7.06,11.83,4.58,13.54,8.39,6.29,,4.39,,6.49,3.05,2.86,17.36,4.58,9.35,5.34,6.29,,9.73,5.34,3.24,4.39,3.24,3.81,5.91,4.2,4.2,5.34,8.96,28.42,8.2,4.39,9.73,4.77,7.44,4.39,,7.25,41.96,3.62,9.35,3.43,3.05,7.44,5.53,6.49,3.24,,5.15,,2.9,-1.555556,7.922222,0.4572,-6.333333,50.132616
US_GA_13009,2020-01-21,ChIJy4bc6AfI9ogRkfdoqTq9cG4,Q488206,geoId/13009,US,United States of America,GA,Georgia,13009,Baldwin County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44963,22774,22189,4633,6713,8384,4915,4745,5756,5238,3034,1545,1020678,33.07,-83.25,693,75.044444,,,,,,4.21,7.01,10.65,,10.94,9.67,5.61,4.07,3.79,4.91,4.77,3.92,4.21,20.05,3.65,9.53,3.65,4.77,4.49,7.85,6.59,3.37,5.19,4.91,,5.05,5.19,6.45,3.08,7.57,33.51,9.67,3.22,7.01,2.8,8.41,7.15,3.79,6.87,41.92,4.21,7.99,3.79,2.8,4.35,5.61,6.45,3.5,4.63,2.66,,0.688889,-3.105556,6.122222,0.0,-6.981481,56.259168
US_GA_13009,2020-01-22,ChIJy4bc6AfI9ogRkfdoqTq9cG4,Q488206,geoId/13009,US,United States of America,GA,Georgia,13009,Baldwin County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44963,22774,22189,4633,6713,8384,4915,4745,5756,5238,3034,1545,1020678,33.07,-83.25,693,75.044444,,,,,,3.33,4.3,9.16,4.17,10.69,9.58,4.58,3.19,4.44,5.97,4.86,3.19,4.58,21.52,,12.64,2.92,6.53,,8.47,4.72,3.33,6.94,5.0,3.19,4.44,3.75,5.97,3.33,8.47,34.02,8.75,3.75,8.33,3.89,2.92,5.0,2.22,7.78,40.55,7.08,9.58,4.86,,7.36,5.42,5.83,2.92,,4.86,3.61,1.711111,-3.922222,10.694444,0.0,-8.438272,46.657395
US_GA_13009,2020-01-23,ChIJy4bc6AfI9ogRkfdoqTq9cG4,Q488206,geoId/13009,US,United States of America,GA,Georgia,13009,Baldwin County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44963,22774,22189,4633,6713,8384,4915,4745,5756,5238,3034,1545,1020678,33.07,-83.25,693,75.044444,,,,,,2.93,4.6,11.01,4.32,11.01,10.45,5.3,,5.71,6.69,4.32,4.04,2.37,19.37,4.46,8.22,4.04,5.71,2.93,10.73,5.16,2.23,5.58,4.04,,4.32,4.18,3.21,3.48,8.08,31.64,6.41,3.62,8.36,3.62,5.3,3.21,2.37,5.99,38.75,6.41,7.39,3.62,3.35,4.46,5.44,5.16,5.02,3.62,3.76,2.51,5.627778,2.105556,11.127778,0.0,-3.888889,50.059492
