location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vomiting,search_trends_weight_gain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_TX_48427,2020-01-11,ChIJg6FMUelHZIYRnY5USnf4v1w,Q26762,geoId/48427,US,United States of America,TX,Texas,48427,Starr County,US,USA,2,,,,,,,64130,31195,32935,12292,10998,9833,7713,7559,6132,4644,3191,1768,1828256,26.57,-98.73,3184,77.392308,,,,,,5.82,14.33,,10.75,8.51,5.38,3.58,3.81,6.5,,18.14,4.03,12.54,3.36,4.25,10.08,5.38,6.05,6.27,4.03,6.94,4.93,3.81,9.18,29.79,7.84,3.36,6.27,3.13,,4.25,4.03,42.55,,8.73,7.17,4.93,3.58,4.48,3.36,20.635802,13.475309,25.080247,0.0,2.923611,31.372962
US_TX_48427,2020-01-12,ChIJg6FMUelHZIYRnY5USnf4v1w,Q26762,geoId/48427,US,United States of America,TX,Texas,48427,Starr County,US,USA,2,,,,,,,64130,31195,32935,12292,10998,9833,7713,7559,6132,4644,3191,1768,1828256,26.57,-98.73,3184,77.392308,,,,,,8.3,11.5,,8.09,8.09,3.62,,6.81,7.45,,13.63,3.83,10.86,5.11,7.24,8.09,3.62,5.11,4.9,3.19,4.9,5.96,,7.24,24.06,7.45,3.19,7.67,4.05,4.47,,5.96,36.84,4.47,7.45,5.75,3.83,8.94,4.26,3.83,14.37037,5.62963,26.185185,0.0,6.340278,58.625854
US_TX_48427,2020-01-13,ChIJg6FMUelHZIYRnY5USnf4v1w,Q26762,geoId/48427,US,United States of America,TX,Texas,48427,Starr County,US,USA,2,,,,,,,64130,31195,32935,12292,10998,9833,7713,7559,6132,4644,3191,1768,1828256,26.57,-98.73,3184,77.392308,,,,,,5.89,8.11,,12.53,6.45,3.5,,7.55,5.16,,12.71,4.97,11.24,2.76,5.53,10.87,3.69,3.69,6.63,4.05,7.74,7.0,2.95,12.34,29.48,7.37,5.34,11.05,3.5,3.32,3.87,6.26,38.87,4.24,9.76,5.16,4.61,7.55,3.5,2.95,20.580247,16.395062,27.030864,0.072571,16.875,79.985178
US_TX_48427,2020-01-14,ChIJg6FMUelHZIYRnY5USnf4v1w,Q26762,geoId/48427,US,United States of America,TX,Texas,48427,Starr County,US,USA,2,,,,,,,64130,31195,32935,12292,10998,9833,7713,7559,6132,4644,3191,1768,1828256,26.57,-98.73,3184,77.392308,,,,,,6.82,10.52,,8.77,8.57,6.82,4.68,5.65,5.85,,16.76,,9.74,4.09,4.48,8.96,,5.85,7.21,4.87,6.04,7.41,3.9,10.33,24.94,7.21,3.7,7.99,3.12,,5.26,4.48,45.6,3.51,8.19,5.26,4.48,7.79,4.48,3.51,24.438272,20.604938,30.771605,0.084667,20.194444,77.758771
US_TX_48427,2020-01-15,ChIJg6FMUelHZIYRnY5USnf4v1w,Q26762,geoId/48427,US,United States of America,TX,Texas,48427,Starr County,US,USA,2,,,,,,,64130,31195,32935,12292,10998,9833,7713,7559,6132,4644,3191,1768,1828256,26.57,-98.73,3184,77.392308,,,,,,8.41,7.27,,10.52,6.5,4.78,,3.25,7.65,3.82,12.81,2.87,9.37,4.4,4.78,12.62,3.82,6.12,6.31,5.54,4.97,4.4,2.87,10.13,28.3,4.59,4.02,7.08,,3.82,4.4,5.54,38.44,5.16,6.69,5.74,4.78,4.59,3.63,3.63,24.882716,21.814815,29.623457,0.0,19.951389,74.152298
US_TX_48427,2020-01-16,ChIJg6FMUelHZIYRnY5USnf4v1w,Q26762,geoId/48427,US,United States of America,TX,Texas,48427,Starr County,US,USA,2,,,,,,,64130,31195,32935,12292,10998,9833,7713,7559,6132,4644,3191,1768,1828256,26.57,-98.73,3184,77.392308,,,,,,5.77,12.14,,10.75,10.75,7.16,,5.57,4.18,,13.13,5.37,11.14,3.78,,12.74,7.36,5.57,6.77,3.98,6.57,4.38,2.79,9.75,29.85,5.97,,9.15,,3.98,3.78,4.18,45.17,4.97,7.36,6.37,7.16,4.58,4.97,3.18,24.62963,22.148148,29.012346,0.0,19.972222,75.395036
US_TX_48427,2020-01-17,ChIJg6FMUelHZIYRnY5USnf4v1w,Q26762,geoId/48427,US,United States of America,TX,Texas,48427,Starr County,US,USA,2,,,,,,,64130,31195,32935,12292,10998,9833,7713,7559,6132,4644,3191,1768,1828256,26.57,-98.73,3184,77.392308,,,,,,8.45,10.56,,12.25,6.97,4.86,,4.22,2.96,3.38,13.73,4.44,8.87,,4.86,12.04,3.17,5.28,4.65,3.59,4.22,5.49,4.22,10.98,29.78,7.82,4.22,5.28,,4.22,3.8,4.01,44.14,3.8,5.7,3.8,7.39,5.91,4.22,3.59,22.740741,19.703704,27.975309,0.79375,18.034722,75.339463
US_TX_48427,2020-01-18,ChIJg6FMUelHZIYRnY5USnf4v1w,Q26762,geoId/48427,US,United States of America,TX,Texas,48427,Starr County,US,USA,2,,,,,,,64130,31195,32935,12292,10998,9833,7713,7559,6132,4644,3191,1768,1828256,26.57,-98.73,3184,77.392308,,,,,,8.71,13.62,4.91,9.6,9.38,6.03,,5.58,5.58,3.35,14.29,4.47,10.49,,6.03,7.59,4.47,6.48,6.48,6.25,5.14,4.47,4.24,8.93,24.79,9.38,,6.25,,3.8,5.14,,49.35,3.8,6.03,4.24,4.02,3.13,4.69,4.24,21.283951,17.493827,27.512346,0.0,17.298611,79.13514
US_TX_48427,2020-01-19,ChIJg6FMUelHZIYRnY5USnf4v1w,Q26762,geoId/48427,US,United States of America,TX,Texas,48427,Starr County,US,USA,2,,,,,,,64130,31195,32935,12292,10998,9833,7713,7559,6132,4644,3191,1768,1828256,26.57,-98.73,3184,77.392308,,,,,,6.96,13.92,,10.97,10.55,5.7,,4.22,5.7,,15.61,,8.65,4.22,,8.86,5.48,6.33,8.44,4.43,7.8,4.64,4.43,9.28,21.52,6.33,5.91,8.23,,,4.43,6.33,44.72,5.48,5.06,5.48,4.43,6.54,4.64,3.38,16.82716,11.574074,23.87037,0.0,7.375,54.323096
US_TX_48427,2020-01-20,ChIJg6FMUelHZIYRnY5USnf4v1w,Q26762,geoId/48427,US,United States of America,TX,Texas,48427,Starr County,US,USA,2,,,,,,,64130,31195,32935,12292,10998,9833,7713,7559,6132,4644,3191,1768,1828256,26.57,-98.73,3184,77.392308,,,,,,5.95,9.6,,13.44,9.6,4.99,4.8,7.3,5.38,,16.9,5.76,11.33,4.42,5.18,12.48,4.99,6.91,7.3,4.61,6.91,5.76,,9.22,26.11,6.14,3.65,8.83,3.65,2.88,3.65,5.18,40.7,4.42,6.91,5.95,6.34,6.53,3.46,3.84,13.907407,9.401235,19.537037,0.0,0.805556,41.419054
US_TX_48427,2020-01-21,ChIJg6FMUelHZIYRnY5USnf4v1w,Q26762,geoId/48427,US,United States of America,TX,Texas,48427,Starr County,US,USA,2,,,,,,,64130,31195,32935,12292,10998,9833,7713,7559,6132,4644,3191,1768,1828256,26.57,-98.73,3184,77.392308,,,,,,6.7,14.24,,15.29,8.59,6.49,5.87,5.66,6.29,,28.07,3.35,12.57,3.98,6.29,13.62,4.82,4.19,6.08,,5.66,10.05,4.82,8.8,41.69,8.8,5.24,10.05,3.77,4.4,6.49,,44.62,4.61,5.66,6.7,4.61,4.82,,,13.561728,7.487654,19.54321,0.0,5.354167,57.615073
US_TX_48427,2020-01-22,ChIJg6FMUelHZIYRnY5USnf4v1w,Q26762,geoId/48427,US,United States of America,TX,Texas,48427,Starr County,US,USA,2,,,,,,,64130,31195,32935,12292,10998,9833,7713,7559,6132,4644,3191,1768,1828256,26.57,-98.73,3184,77.392308,,,,,,6.43,11.83,,11.62,5.6,6.23,3.53,3.74,4.57,,44.2,5.19,12.45,3.74,5.4,10.58,4.15,5.4,9.96,,5.4,6.64,2.9,11.0,50.22,6.23,3.94,9.13,3.11,3.94,4.98,3.32,48.98,4.36,6.43,6.02,4.36,4.98,5.19,4.36,18.277778,15.796296,22.765432,0.169333,12.854167,70.97547
US_TX_48427,2020-01-23,ChIJg6FMUelHZIYRnY5USnf4v1w,Q26762,geoId/48427,US,United States of America,TX,Texas,48427,Starr County,US,USA,2,,,,,,,64130,31195,32935,12292,10998,9833,7713,7559,6132,4644,3191,1768,1828256,26.57,-98.73,3184,77.392308,,,,,,5.06,13.07,,11.38,7.38,6.11,,4.85,8.01,3.37,29.09,5.9,12.86,3.79,5.06,10.54,5.48,4.85,5.9,6.96,5.69,3.37,3.79,10.75,43.21,9.48,3.16,7.17,,,4.64,5.48,41.73,4.43,6.32,7.59,6.11,6.53,4.43,5.06,17.654321,11.58642,26.617284,0.41275,12.270833,71.365923
US_TX_48427,2020-01-24,ChIJg6FMUelHZIYRnY5USnf4v1w,Q26762,geoId/48427,US,United States of America,TX,Texas,48427,Starr County,US,USA,2,,,,,,,64130,31195,32935,12292,10998,9833,7713,7559,6132,4644,3191,1768,1828256,26.57,-98.73,3184,77.392308,,,,,,7.5,9.0,,11.36,8.36,5.14,,6.43,5.14,3.64,27.21,,11.79,,5.57,6.21,4.5,7.29,10.5,4.07,4.07,3.64,3.21,9.64,40.28,5.57,3.0,9.64,,,6.0,4.71,43.28,4.5,7.71,4.93,,6.64,4.71,3.64,16.123457,8.888889,24.123457,0.09525,9.180556,63.717599
US_TX_48427,2020-01-25,ChIJg6FMUelHZIYRnY5USnf4v1w,Q26762,geoId/48427,US,United States of America,TX,Texas,48427,Starr County,US,USA,2,,,,,,,64130,31195,32935,12292,10998,9833,7713,7559,6132,4644,3191,1768,1828256,26.57,-98.73,3184,77.392308,,,,,,7.31,13.71,,10.05,8.22,5.03,,,4.34,3.43,30.61,4.11,8.68,,6.17,8.22,5.94,5.25,6.85,4.34,6.17,5.71,4.11,7.31,32.9,8.68,3.88,6.4,,5.48,4.8,4.8,36.78,5.71,3.43,4.11,4.8,5.25,4.34,,17.37037,11.055556,24.024691,0.0,13.104167,75.881789
US_TX_48427,2020-01-26,ChIJg6FMUelHZIYRnY5USnf4v1w,Q26762,geoId/48427,US,United States of America,TX,Texas,48427,Starr County,US,USA,2,,,,,,,64130,31195,32935,12292,10998,9833,7713,7559,6132,4644,3191,1768,1828256,26.57,-98.73,3184,77.392308,,,,,,7.1,14.2,3.25,11.36,8.92,4.06,4.06,4.87,4.87,3.65,23.73,,7.3,4.06,6.89,8.31,6.08,4.87,8.52,3.65,5.27,7.71,,7.5,34.48,6.69,4.06,7.1,2.84,4.46,6.08,3.65,37.32,3.85,6.29,3.65,4.87,4.66,3.65,,20.95679,16.179012,28.685185,0.072571,15.5,71.273553
US_TX_48427,2020-01-27,ChIJg6FMUelHZIYRnY5USnf4v1w,Q26762,geoId/48427,US,United States of America,TX,Texas,48427,Starr County,US,USA,2,,,,,,,64130,31195,32935,12292,10998,9833,7713,7559,6132,4644,3191,1768,1828256,26.57,-98.73,3184,77.392308,,,,,,8.42,9.83,,10.83,9.22,3.41,,7.02,6.42,2.81,30.68,5.42,13.04,2.81,7.02,9.83,5.01,3.81,7.22,3.41,7.22,5.82,,9.83,40.91,10.23,3.61,5.01,,4.61,3.81,7.42,46.93,4.61,5.42,7.82,4.21,4.61,3.61,5.21,19.222222,12.580247,28.734568,0.03175,12.319444,65.023262
US_TX_48427,2020-01-28,ChIJg6FMUelHZIYRnY5USnf4v1w,Q26762,geoId/48427,US,United States of America,TX,Texas,48427,Starr County,US,USA,2,,,,,,,64130,31195,32935,12292,10998,9833,7713,7559,6132,4644,3191,1768,1828256,26.57,-98.73,3184,77.392308,,,,,,5.56,11.34,,14.12,9.2,4.49,7.06,5.35,5.77,,26.73,6.2,11.34,5.99,4.28,9.62,5.13,6.63,5.35,5.77,5.77,5.13,4.71,11.12,41.06,8.55,3.85,5.99,3.42,,5.13,7.49,45.12,5.56,8.55,7.27,5.35,5.35,4.71,4.92,21.308642,17.04321,28.987654,0.0,14.381944,64.740459
US_TX_48427,2020-01-29,ChIJg6FMUelHZIYRnY5USnf4v1w,Q26762,geoId/48427,US,United States of America,TX,Texas,48427,Starr County,US,USA,2,,,,,,,64130,31195,32935,12292,10998,9833,7713,7559,6132,4644,3191,1768,1828256,26.57,-98.73,3184,77.392308,,,,,,5.85,10.4,,11.05,9.75,3.9,3.25,4.98,,3.25,24.27,,13.22,,5.2,15.6,4.12,,6.72,3.9,5.42,3.47,3.68,7.15,38.78,7.15,3.03,9.97,3.25,3.47,5.2,8.67,42.47,7.37,8.45,9.75,6.07,4.33,4.33,4.98,17.074074,8.055556,25.592593,0.0,-0.236111,31.288947
US_TX_48427,2020-01-30,ChIJg6FMUelHZIYRnY5USnf4v1w,Q26762,geoId/48427,US,United States of America,TX,Texas,48427,Starr County,US,USA,2,,,,,,,64130,31195,32935,12292,10998,9833,7713,7559,6132,4644,3191,1768,1828256,26.57,-98.73,3184,77.392308,,,,,,4.62,9.24,3.15,11.13,7.35,6.09,3.15,5.88,5.46,3.36,34.45,3.78,13.23,5.04,4.2,13.45,5.04,6.72,,5.88,3.99,6.93,3.15,12.81,43.91,6.93,4.62,9.45,3.99,4.2,6.51,6.09,48.32,3.57,7.35,6.51,8.4,7.98,5.25,3.78,13.487654,8.746914,21.537037,0.0,7.243056,65.913881
US_TX_48427,2020-01-31,ChIJg6FMUelHZIYRnY5USnf4v1w,Q26762,geoId/48427,US,United States of America,TX,Texas,48427,Starr County,US,USA,2,,,,,,,64130,31195,32935,12292,10998,9833,7713,7559,6132,4644,3191,1768,1828256,26.57,-98.73,3184,77.392308,,,,,,6.21,10.91,,10.48,9.84,5.35,,4.71,5.99,,29.1,4.07,14.98,4.49,5.13,12.84,3.85,5.99,7.92,3.42,3.42,4.71,3.42,10.48,34.66,7.49,,4.71,,3.85,,6.21,35.73,5.35,5.56,6.42,5.78,8.77,,5.13,13.753086,11.098765,18.54321,1.397,9.270833,74.65879
US_TX_48427,2020-02-01,ChIJg6FMUelHZIYRnY5USnf4v1w,Q26762,geoId/48427,US,United States of America,TX,Texas,48427,Starr County,US,USA,2,,,,,,,64130,31195,32935,12292,10998,9833,7713,7559,6132,4644,3191,1768,1828256,26.57,-98.73,3184,77.392308,,,,,,5.68,11.81,,13.85,4.77,6.81,3.86,3.86,5.0,,24.3,5.45,10.22,3.63,7.72,7.04,4.32,3.86,5.9,4.32,6.36,4.09,3.86,8.4,37.7,5.0,3.18,10.67,3.86,4.09,3.18,,41.1,,3.63,,3.63,4.77,3.41,3.86,14.339506,8.104938,22.524691,0.169333,4.333333,51.468174
US_TX_48427,2020-02-02,ChIJg6FMUelHZIYRnY5USnf4v1w,Q26762,geoId/48427,US,United States of America,TX,Texas,48427,Starr County,US,USA,2,,,,,,,64130,31195,32935,12292,10998,9833,7713,7559,6132,4644,3191,1768,1828256,26.57,-98.73,3184,77.392308,,,,,,5.49,7.17,,10.97,7.17,5.07,,4.85,3.17,4.22,18.36,,10.55,4.64,5.07,6.33,,4.01,5.28,4.43,5.28,7.17,,7.17,31.45,5.91,4.01,7.39,,3.17,6.33,5.49,36.93,3.8,5.49,5.28,,6.54,4.43,5.7,15.54321,5.191358,26.080247,0.0,3.402778,45.023614
US_TX_48427,2020-02-03,ChIJg6FMUelHZIYRnY5USnf4v1w,Q26762,geoId/48427,US,United States of America,TX,Texas,48427,Starr County,US,USA,2,,,,,,,64130,31195,32935,12292,10998,9833,7713,7559,6132,4644,3191,1768,1828256,26.57,-98.73,3184,77.392308,,,,,,8.89,14.14,2.83,13.33,7.67,,4.04,5.86,6.87,,19.59,5.25,12.72,,3.43,11.11,5.86,5.05,5.86,,4.64,6.46,,11.51,32.52,7.67,4.44,6.26,4.85,,7.88,6.67,39.79,4.44,6.46,5.25,4.44,7.27,4.24,,20.345679,16.796296,25.308642,0.0,12.854167,62.423275
US_TX_48427,2020-02-04,ChIJg6FMUelHZIYRnY5USnf4v1w,Q26762,geoId/48427,US,United States of America,TX,Texas,48427,Starr County,US,USA,2,,,,,,,64130,31195,32935,12292,10998,9833,7713,7559,6132,4644,3191,1768,1828256,26.57,-98.73,3184,77.392308,,,,,,7.05,12.38,,12.2,9.53,5.72,,6.29,4.57,,19.63,5.33,9.53,4.0,5.33,8.38,4.38,5.72,6.67,4.76,3.24,5.72,3.62,7.62,34.49,7.43,,6.29,2.86,2.67,4.95,4.0,42.11,2.67,5.91,6.48,4.38,6.29,5.91,2.86,22.41358,17.567901,29.703704,0.0,16.097222,67.624663
US_TX_48427,2020-02-05,ChIJg6FMUelHZIYRnY5USnf4v1w,Q26762,geoId/48427,US,United States of America,TX,Texas,48427,Starr County,US,USA,2,,,,,,,64130,31195,32935,12292,10998,9833,7713,7559,6132,4644,3191,1768,1828256,26.57,-98.73,3184,77.392308,,,,,,6.38,9.38,,8.26,6.38,5.44,,5.25,4.5,,17.08,2.81,10.13,4.5,3.94,8.82,4.88,6.19,6.94,3.19,3.19,4.88,3.0,10.32,28.71,10.32,3.75,6.76,3.75,,4.5,4.5,41.66,3.75,4.13,6.57,5.44,4.13,5.63,3.75,16.018519,9.345679,26.253086,0.0,11.722222,76.331308
US_TX_48427,2020-02-06,ChIJg6FMUelHZIYRnY5USnf4v1w,Q26762,geoId/48427,US,United States of America,TX,Texas,48427,Starr County,US,USA,2,,,,,,,64130,31195,32935,12292,10998,9833,7713,7559,6132,4644,3191,1768,1828256,26.57,-98.73,3184,77.392308,,,,,,9.09,6.32,3.95,11.66,9.29,4.15,4.15,7.11,3.75,3.36,21.14,6.12,11.46,3.56,4.35,9.29,6.12,3.16,4.74,3.36,6.12,3.75,3.75,10.27,31.61,5.93,2.96,7.31,,4.35,3.95,5.14,44.45,,6.32,6.72,4.35,5.73,3.16,3.36,10.580247,3.67284,20.54321,0.0,-1.368056,43.727979
US_TX_48427,2020-02-07,ChIJg6FMUelHZIYRnY5USnf4v1w,Q26762,geoId/48427,US,United States of America,TX,Texas,48427,Starr County,US,USA,2,,,,,,,64130,31195,32935,12292,10998,9833,7713,7559,6132,4644,3191,1768,1828256,26.57,-98.73,3184,77.392308,,,,,,5.58,10.09,,9.44,8.58,3.0,4.08,4.29,5.15,3.65,15.24,4.29,9.44,4.94,6.01,8.15,7.08,5.37,7.3,5.15,5.15,6.44,,9.87,33.69,3.0,3.22,6.22,,,6.01,7.94,36.7,4.94,3.86,4.08,4.29,3.86,4.72,4.51,14.555556,5.055556,27.598765,0.0,2.1875,43.927655
