location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_parks,mobility_workplaces,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_WV_54075,2020-01-14,ChIJbUD86b5wS4gRH-bw5k6Tteo,Q501312,geoId/54075,US,United States of America,WV,West Virginia,54075,Pocahontas County,US,USA,2,,,,,,,8493,4363,4130,844,776,860,915,946,1337,1393,931,491,2535273,38.32,-80.01,815,2439,75.233333,,,,62.41,7.683333,2.694444,12.75,3.39725,,6.320988,90.565105
US_WV_54075,2020-01-15,ChIJbUD86b5wS4gRH-bw5k6Tteo,Q501312,geoId/54075,US,United States of America,WV,West Virginia,54075,Pocahontas County,US,USA,2,,,,,,,8493,4363,4130,844,776,860,915,946,1337,1393,931,491,2535273,38.32,-80.01,815,2439,75.233333,,,,50.79,7.816667,1.516667,15.65,1.17475,,4.537037,79.076087
US_WV_54075,2020-01-16,ChIJbUD86b5wS4gRH-bw5k6Tteo,Q501312,geoId/54075,US,United States of America,WV,West Virginia,54075,Pocahontas County,US,USA,2,,,,,,,8493,4363,4130,844,776,860,915,946,1337,1393,931,491,2535273,38.32,-80.01,815,2439,75.233333,,,,64.59,8.227778,0.616667,15.144444,0.451556,,1.154321,59.946682
US_WV_54075,2020-01-17,ChIJbUD86b5wS4gRH-bw5k6Tteo,Q501312,geoId/54075,US,United States of America,WV,West Virginia,54075,Pocahontas County,US,USA,2,,,,,,,8493,4363,4130,844,776,860,915,946,1337,1393,931,491,2535273,38.32,-80.01,815,2439,75.233333,,,,51.39,-2.161111,-5.261111,1.327778,0.4445,,-10.141975,53.36123
US_WV_54075,2020-01-18,ChIJbUD86b5wS4gRH-bw5k6Tteo,Q501312,geoId/54075,US,United States of America,WV,West Virginia,54075,Pocahontas County,US,USA,2,,,,,,,8493,4363,4130,844,776,860,915,946,1337,1393,931,491,2535273,38.32,-80.01,815,2439,75.233333,,,,37.25,0.022222,-4.566667,5.755556,0.471714,,-5.975309,63.383031
US_WV_54075,2020-01-19,ChIJbUD86b5wS4gRH-bw5k6Tteo,Q501312,geoId/54075,US,United States of America,WV,West Virginia,54075,Pocahontas County,US,USA,2,,,,,,,8493,4363,4130,844,776,860,915,946,1337,1393,931,491,2535273,38.32,-80.01,815,2439,75.233333,,,,62.91,1.344444,-5.988889,9.3,8.128,,-3.135802,70.976649
US_WV_54075,2020-01-20,ChIJbUD86b5wS4gRH-bw5k6Tteo,Q501312,geoId/54075,US,United States of America,WV,West Virginia,54075,Pocahontas County,US,USA,2,,,,,,,8493,4363,4130,844,776,860,915,946,1337,1393,931,491,2535273,38.32,-80.01,815,2439,75.233333,,,,50.37,-7.261111,-10.05,-3.794444,0.943429,,-12.32716,65.587255
US_WV_54075,2020-01-21,ChIJbUD86b5wS4gRH-bw5k6Tteo,Q501312,geoId/54075,US,United States of America,WV,West Virginia,54075,Pocahontas County,US,USA,2,,,,,,,8493,4363,4130,844,776,860,915,946,1337,1393,931,491,2535273,38.32,-80.01,815,2439,75.233333,,,,57.04,-6.994444,-11.322222,-1.633333,0.056444,30.48,-11.876543,66.645407
US_WV_54075,2020-01-22,ChIJbUD86b5wS4gRH-bw5k6Tteo,Q501312,geoId/54075,US,United States of America,WV,West Virginia,54075,Pocahontas County,US,USA,2,,,,,,,8493,4363,4130,844,776,860,915,946,1337,1393,931,491,2535273,38.32,-80.01,815,2439,75.233333,,,,48.31,-4.822222,-12.233333,5.644444,0.0,30.48,-11.962963,56.488005
US_WV_54075,2020-01-23,ChIJbUD86b5wS4gRH-bw5k6Tteo,Q501312,geoId/54075,US,United States of America,WV,West Virginia,54075,Pocahontas County,US,USA,2,,,,,,,8493,4363,4130,844,776,860,915,946,1337,1393,931,491,2535273,38.32,-80.01,815,2439,75.233333,,,,49.34,-0.327778,-7.122222,8.05,0.0,,-10.055556,50.266033
US_WV_54075,2020-01-24,ChIJbUD86b5wS4gRH-bw5k6Tteo,Q501312,geoId/54075,US,United States of America,WV,West Virginia,54075,Pocahontas County,US,USA,2,,,,,,,8493,4363,4130,844,776,860,915,946,1337,1393,931,491,2535273,38.32,-80.01,815,2439,75.233333,,,,37.92,4.288889,-0.466667,8.566667,2.503714,,-2.67284,61.45656
US_WV_54075,2020-01-25,ChIJbUD86b5wS4gRH-bw5k6Tteo,Q501312,geoId/54075,US,United States of America,WV,West Virginia,54075,Pocahontas County,US,USA,2,,,,,,,8493,4363,4130,844,776,860,915,946,1337,1393,931,491,2535273,38.32,-80.01,815,2439,75.233333,,,,39.62,4.761111,0.866667,10.088889,25.146,,2.864198,86.055501
US_WV_54075,2020-01-26,ChIJbUD86b5wS4gRH-bw5k6Tteo,Q501312,geoId/54075,US,United States of America,WV,West Virginia,54075,Pocahontas County,US,USA,2,,,,,,,8493,4363,4130,844,776,860,915,946,1337,1393,931,491,2535273,38.32,-80.01,815,2439,75.233333,,,,57.05,0.75,-0.611111,4.538889,1.778,,-2.567901,76.935433
US_WV_54075,2020-01-27,ChIJbUD86b5wS4gRH-bw5k6Tteo,Q501312,geoId/54075,US,United States of America,WV,West Virginia,54075,Pocahontas County,US,USA,2,,,,,,,8493,4363,4130,844,776,860,915,946,1337,1393,931,491,2535273,38.32,-80.01,815,2439,75.233333,,,,43.48,1.493827,-1.185185,4.320988,0.508,,-1.819444,76.21542
US_WV_54075,2020-01-28,ChIJbUD86b5wS4gRH-bw5k6Tteo,Q501312,geoId/54075,US,United States of America,WV,West Virginia,54075,Pocahontas County,US,USA,2,,,,,,,8493,4363,4130,844,776,860,915,946,1337,1393,931,491,2535273,38.32,-80.01,815,2439,75.233333,,,,60.62,0.855556,-1.005556,3.511111,0.282222,,-2.475309,76.780229
US_WV_54075,2020-01-29,ChIJbUD86b5wS4gRH-bw5k6Tteo,Q501312,geoId/54075,US,United States of America,WV,West Virginia,54075,Pocahontas County,US,USA,2,,,,,,,8493,4363,4130,844,776,860,915,946,1337,1393,931,491,2535273,38.32,-80.01,815,2439,75.233333,,,,74.81,0.072222,-1.572222,2.027778,0.366889,,-3.45679,74.930245
US_WV_54075,2020-01-30,ChIJbUD86b5wS4gRH-bw5k6Tteo,Q501312,geoId/54075,US,United States of America,WV,West Virginia,54075,Pocahontas County,US,USA,2,,,,,,,8493,4363,4130,844,776,860,915,946,1337,1393,931,491,2535273,38.32,-80.01,815,2439,75.233333,,,,62.8,-1.338889,-3.972222,1.511111,0.381,,-3.740741,81.782415
US_WV_54075,2020-01-31,ChIJbUD86b5wS4gRH-bw5k6Tteo,Q501312,geoId/54075,US,United States of America,WV,West Virginia,54075,Pocahontas County,US,USA,2,,,,,,,8493,4363,4130,844,776,860,915,946,1337,1393,931,491,2535273,38.32,-80.01,815,2439,75.233333,,,,49.63,1.872222,-1.361111,5.733333,0.399143,,-0.493827,83.137583
US_WV_54075,2020-02-01,ChIJbUD86b5wS4gRH-bw5k6Tteo,Q501312,geoId/54075,US,United States of America,WV,West Virginia,54075,Pocahontas County,US,USA,2,,,,,,,8493,4363,4130,844,776,860,915,946,1337,1393,931,491,2535273,38.32,-80.01,815,2439,75.233333,,,,61.63,2.395062,-0.882716,6.561728,0.1524,,1.131944,90.018764
US_WV_54075,2020-02-02,ChIJbUD86b5wS4gRH-bw5k6Tteo,Q501312,geoId/54075,US,United States of America,WV,West Virginia,54075,Pocahontas County,US,USA,2,,,,,,,8493,4363,4130,844,776,860,915,946,1337,1393,931,491,2535273,38.32,-80.01,815,2439,75.233333,,,,53.9,5.127778,-0.088889,14.098765,3.429,,-0.981481,62.749742
US_WV_54075,2020-02-03,ChIJbUD86b5wS4gRH-bw5k6Tteo,Q501312,geoId/54075,US,United States of America,WV,West Virginia,54075,Pocahontas County,US,USA,2,,,,,,,8493,4363,4130,844,776,860,915,946,1337,1393,931,491,2535273,38.32,-80.01,815,2439,75.233333,,,,55.21,13.405556,4.088889,19.222222,0.254,30.48,1.154321,42.371938
US_WV_54075,2020-02-04,ChIJbUD86b5wS4gRH-bw5k6Tteo,Q501312,geoId/54075,US,United States of America,WV,West Virginia,54075,Pocahontas County,US,USA,2,,,,,,,8493,4363,4130,844,776,860,915,946,1337,1393,931,491,2535273,38.32,-80.01,815,2439,75.233333,,,,58.0,13.483333,6.505556,17.7,0.689429,,5.0,55.536155
US_WV_54075,2020-02-05,ChIJbUD86b5wS4gRH-bw5k6Tteo,Q501312,geoId/54075,US,United States of America,WV,West Virginia,54075,Pocahontas County,US,USA,2,,,,,,,8493,4363,4130,844,776,860,915,946,1337,1393,931,491,2535273,38.32,-80.01,815,2439,75.233333,,,,64.8,8.487654,3.512346,14.919753,6.35,,7.027778,89.192143
US_WV_54075,2020-02-06,ChIJbUD86b5wS4gRH-bw5k6Tteo,Q501312,geoId/54075,US,United States of America,WV,West Virginia,54075,Pocahontas County,US,USA,2,,,,,,,8493,4363,4130,844,776,860,915,946,1337,1393,931,491,2535273,38.32,-80.01,815,2439,75.233333,,,,38.9,8.314815,3.17284,12.685185,11.575143,,7.138889,92.579088
US_WV_54075,2020-02-07,ChIJbUD86b5wS4gRH-bw5k6Tteo,Q501312,geoId/54075,US,United States of America,WV,West Virginia,54075,Pocahontas County,US,USA,2,,,,,,,8493,4363,4130,844,776,860,915,946,1337,1393,931,491,2535273,38.32,-80.01,815,2439,75.233333,,,,51.24,3.094444,-2.483333,10.677778,23.0505,,1.069444,84.296236
US_WV_54075,2020-02-08,ChIJbUD86b5wS4gRH-bw5k6Tteo,Q501312,geoId/54075,US,United States of America,WV,West Virginia,54075,Pocahontas County,US,USA,2,,,,,,,8493,4363,4130,844,776,860,915,946,1337,1393,931,491,2535273,38.32,-80.01,815,2439,75.233333,,,,59.08,-1.644444,-4.205556,3.3,3.683,,-5.833333,71.907452
US_WV_54075,2020-02-09,ChIJbUD86b5wS4gRH-bw5k6Tteo,Q501312,geoId/54075,US,United States of America,WV,West Virginia,54075,Pocahontas County,US,USA,2,,,,,,,8493,4363,4130,844,776,860,915,946,1337,1393,931,491,2535273,38.32,-80.01,815,2439,75.233333,,,,52.41,0.922222,-3.772222,7.261111,1.439333,50.8,-3.469136,70.510039
US_WV_54075,2020-02-10,ChIJbUD86b5wS4gRH-bw5k6Tteo,Q501312,geoId/54075,US,United States of America,WV,West Virginia,54075,Pocahontas County,US,USA,2,,,,,,,8493,4363,4130,844,776,860,915,946,1337,1393,931,491,2535273,38.32,-80.01,815,2439,75.233333,,,,66.36,6.283333,0.022222,9.905556,3.193143,40.64,0.487654,65.85854
US_WV_54075,2020-02-11,ChIJbUD86b5wS4gRH-bw5k6Tteo,Q501312,geoId/54075,US,United States of America,WV,West Virginia,54075,Pocahontas County,US,USA,2,,,,,,,8493,4363,4130,844,776,860,915,946,1337,1393,931,491,2535273,38.32,-80.01,815,2439,75.233333,,,,30.63,8.734568,4.098765,12.092593,17.78,,7.840278,91.917329
US_WV_54075,2020-02-12,ChIJbUD86b5wS4gRH-bw5k6Tteo,Q501312,geoId/54075,US,United States of America,WV,West Virginia,54075,Pocahontas County,US,USA,2,,,,,,,8493,4363,4130,844,776,860,915,946,1337,1393,931,491,2535273,38.32,-80.01,815,2439,75.233333,,,,45.97,2.9,-0.15,8.416667,3.6195,,-0.314815,77.417169
US_WV_54075,2020-02-13,ChIJbUD86b5wS4gRH-bw5k6Tteo,Q501312,geoId/54075,US,United States of America,WV,West Virginia,54075,Pocahontas County,US,USA,2,,,,,,,8493,4363,4130,844,776,860,915,946,1337,1393,931,491,2535273,38.32,-80.01,815,2439,75.233333,,,,32.36,7.54321,1.382716,13.864198,6.531429,,5.569444,85.927478
US_WV_54075,2020-02-14,ChIJbUD86b5wS4gRH-bw5k6Tteo,Q501312,geoId/54075,US,United States of America,WV,West Virginia,54075,Pocahontas County,US,USA,2,,,,,,,8493,4363,4130,844,776,860,915,946,1337,1393,931,491,2535273,38.32,-80.01,815,2439,75.233333,,,,40.05,-1.527778,-5.861111,3.25,4.47675,,-6.617284,66.667644
US_WV_54075,2020-02-15,ChIJbUD86b5wS4gRH-bw5k6Tteo,Q501312,geoId/54075,US,United States of America,WV,West Virginia,54075,Pocahontas County,US,USA,2,,,,,,,8493,4363,4130,844,776,860,915,946,1337,1393,931,491,2535273,38.32,-80.01,815,2439,75.233333,12,-19,,54.21,-5.55,-12.261111,4.305556,0.4318,,-11.41358,61.942311
US_WV_54075,2020-02-16,ChIJbUD86b5wS4gRH-bw5k6Tteo,Q501312,geoId/54075,US,United States of America,WV,West Virginia,54075,Pocahontas County,US,USA,2,,,,,,,8493,4363,4130,844,776,860,915,946,1337,1393,931,491,2535273,38.32,-80.01,815,2439,75.233333,2,,,57.7,3.511111,-3.15,11.438889,0.0,50.8,-5.401235,51.956035
US_WV_54075,2020-02-17,ChIJbUD86b5wS4gRH-bw5k6Tteo,Q501312,geoId/54075,US,United States of America,WV,West Virginia,54075,Pocahontas County,US,USA,2,,,,,,,8493,4363,4130,844,776,860,915,946,1337,1393,931,491,2535273,38.32,-80.01,815,2439,75.233333,,,,50.36,5.088889,-3.0,11.537037,0.0,,-1.790123,59.746218
US_WV_54075,2020-02-18,ChIJbUD86b5wS4gRH-bw5k6Tteo,Q501312,geoId/54075,US,United States of America,WV,West Virginia,54075,Pocahontas County,US,USA,2,,,,,,,8493,4363,4130,844,776,860,915,946,1337,1393,931,491,2535273,38.32,-80.01,815,2439,75.233333,,,,57.56,7.9,2.6,12.933333,0.169333,,2.296296,67.000048
US_WV_54075,2020-02-19,ChIJbUD86b5wS4gRH-bw5k6Tteo,Q501312,geoId/54075,US,United States of America,WV,West Virginia,54075,Pocahontas County,US,USA,2,,,,,,,8493,4363,4130,844,776,860,915,946,1337,1393,931,491,2535273,38.32,-80.01,815,2439,75.233333,,,,42.92,4.388889,-0.533333,10.661111,5.390444,,-1.740741,62.695717
US_WV_54075,2020-02-20,ChIJbUD86b5wS4gRH-bw5k6Tteo,Q501312,geoId/54075,US,United States of America,WV,West Virginia,54075,Pocahontas County,US,USA,2,,,,,,,8493,4363,4130,844,776,860,915,946,1337,1393,931,491,2535273,38.32,-80.01,815,2439,75.233333,,,,59.96,-0.988889,-4.011111,4.777778,0.0254,,-6.882716,63.195178
US_WV_54075,2020-02-21,ChIJbUD86b5wS4gRH-bw5k6Tteo,Q501312,geoId/54075,US,United States of America,WV,West Virginia,54075,Pocahontas County,US,USA,2,,,,,,,8493,4363,4130,844,776,860,915,946,1337,1393,931,491,2535273,38.32,-80.01,815,2439,75.233333,,,,48.01,-3.722222,-9.638889,2.433333,0.056444,,-12.438272,48.972183
US_WV_54075,2020-02-22,ChIJbUD86b5wS4gRH-bw5k6Tteo,Q501312,geoId/54075,US,United States of America,WV,West Virginia,54075,Pocahontas County,US,USA,2,,,,,,,8493,4363,4130,844,776,860,915,946,1337,1393,931,491,2535273,38.32,-80.01,815,2439,75.233333,,-2,,56.88,-0.933333,-8.8,9.244444,0.0,,-13.981481,36.100212
US_WV_54075,2020-02-23,ChIJbUD86b5wS4gRH-bw5k6Tteo,Q501312,geoId/54075,US,United States of America,WV,West Virginia,54075,Pocahontas County,US,USA,2,,,,,,,8493,4363,4130,844,776,860,915,946,1337,1393,931,491,2535273,38.32,-80.01,815,2439,75.233333,-10,,,67.83,2.283333,-7.022222,12.972222,0.0,,-11.209877,36.846066
US_WV_54075,2020-02-24,ChIJbUD86b5wS4gRH-bw5k6Tteo,Q501312,geoId/54075,US,United States of America,WV,West Virginia,54075,Pocahontas County,US,USA,2,,,,,,,8493,4363,4130,844,776,860,915,946,1337,1393,931,491,2535273,38.32,-80.01,815,2439,75.233333,,,,80.07,5.277778,-2.961111,13.027778,0.0,,-4.679012,48.709889
US_WV_54075,2020-02-25,ChIJbUD86b5wS4gRH-bw5k6Tteo,Q501312,geoId/54075,US,United States of America,WV,West Virginia,54075,Pocahontas County,US,USA,2,,,,,,,8493,4363,4130,844,776,860,915,946,1337,1393,931,491,2535273,38.32,-80.01,815,2439,75.233333,,,,46.4,8.283333,3.655556,13.8,5.93725,,5.512346,81.216017
US_WV_54075,2020-02-26,ChIJbUD86b5wS4gRH-bw5k6Tteo,Q501312,geoId/54075,US,United States of America,WV,West Virginia,54075,Pocahontas County,US,USA,2,,,,,,,8493,4363,4130,844,776,860,915,946,1337,1393,931,491,2535273,38.32,-80.01,815,2439,75.233333,,,,39.92,9.488889,4.322222,14.861111,2.286,,6.351852,79.844354
US_WV_54075,2020-02-27,ChIJbUD86b5wS4gRH-bw5k6Tteo,Q501312,geoId/54075,US,United States of America,WV,West Virginia,54075,Pocahontas County,US,USA,2,,,,,,,8493,4363,4130,844,776,860,915,946,1337,1393,931,491,2535273,38.32,-80.01,815,2439,75.233333,,,,47.61,-1.022222,-4.844444,8.522222,9.7155,,-5.265432,71.481914
US_WV_54075,2020-02-28,ChIJbUD86b5wS4gRH-bw5k6Tteo,Q501312,geoId/54075,US,United States of America,WV,West Virginia,54075,Pocahontas County,US,USA,2,,,,,,,8493,4363,4130,844,776,860,915,946,1337,1393,931,491,2535273,38.32,-80.01,815,2439,75.233333,,,,61.58,-1.855556,-4.7,1.677778,0.79375,50.8,-7.358025,64.671678
US_WV_54075,2020-02-29,ChIJbUD86b5wS4gRH-bw5k6Tteo,Q501312,geoId/54075,US,United States of America,WV,West Virginia,54075,Pocahontas County,US,USA,2,,,,,,,8493,4363,4130,844,776,860,915,946,1337,1393,931,491,2535273,38.32,-80.01,815,2439,75.233333,,-46,,60.97,-3.733333,-7.361111,0.222222,1.6256,54.61,-9.475309,62.587085
US_WV_54075,2020-03-01,ChIJbUD86b5wS4gRH-bw5k6Tteo,Q501312,geoId/54075,US,United States of America,WV,West Virginia,54075,Pocahontas County,US,USA,2,,,,,,,8493,4363,4130,844,776,860,915,946,1337,1393,931,491,2535273,38.32,-80.01,815,2439,75.233333,-17,-32,,44.06,-0.444444,-7.772222,10.555556,0.2286,64.77,-11.425926,42.484098
US_WV_54075,2020-03-02,ChIJbUD86b5wS4gRH-bw5k6Tteo,Q501312,geoId/54075,US,United States of America,WV,West Virginia,54075,Pocahontas County,US,USA,2,,,,,,,8493,4363,4130,844,776,860,915,946,1337,1393,931,491,2535273,38.32,-80.01,815,2439,75.233333,,,,53.05,6.183333,-0.744444,12.916667,0.127,,-2.802469,52.730046
US_WV_54075,2020-03-03,ChIJbUD86b5wS4gRH-bw5k6Tteo,Q501312,geoId/54075,US,United States of America,WV,West Virginia,54075,Pocahontas County,US,USA,2,,,,,,,8493,4363,4130,844,776,860,915,946,1337,1393,931,491,2535273,38.32,-80.01,815,2439,75.233333,,,,43.81,9.777778,3.472222,16.405556,5.23875,,6.95679,81.016287
US_WV_54075,2020-03-04,ChIJbUD86b5wS4gRH-bw5k6Tteo,Q501312,geoId/54075,US,United States of America,WV,West Virginia,54075,Pocahontas County,US,USA,2,,,,,,,8493,4363,4130,844,776,860,915,946,1337,1393,931,491,2535273,38.32,-80.01,815,2439,75.233333,,,,51.45,8.738889,2.427778,15.444444,3.527778,,-3.08642,42.016933
US_WV_54075,2020-03-05,ChIJbUD86b5wS4gRH-bw5k6Tteo,Q501312,geoId/54075,US,United States of America,WV,West Virginia,54075,Pocahontas County,US,USA,2,,,,,,,8493,4363,4130,844,776,860,915,946,1337,1393,931,491,2535273,38.32,-80.01,815,2439,75.233333,,,,50.75,6.866667,-0.783333,13.411111,0.0,,-3.475309,46.444292
US_WV_54075,2020-03-06,ChIJbUD86b5wS4gRH-bw5k6Tteo,Q501312,geoId/54075,US,United States of America,WV,West Virginia,54075,Pocahontas County,US,USA,2,,,,,,,8493,4363,4130,844,776,860,915,946,1337,1393,931,491,2535273,38.32,-80.01,815,2439,75.233333,-33,,,37.52,3.366667,-1.788889,11.183333,0.0508,,-1.851852,67.612361
US_WV_54075,2020-03-07,ChIJbUD86b5wS4gRH-bw5k6Tteo,Q501312,geoId/54075,US,United States of America,WV,West Virginia,54075,Pocahontas County,US,USA,2,,,,,,,8493,4363,4130,844,776,860,915,946,1337,1393,931,491,2535273,38.32,-80.01,815,2439,75.233333,25,-42,,58.14,0.711111,-1.672222,5.944444,3.918857,,-4.833333,65.278916
US_WV_54075,2020-03-08,ChIJbUD86b5wS4gRH-bw5k6Tteo,Q501312,geoId/54075,US,United States of America,WV,West Virginia,54075,Pocahontas County,US,USA,2,,,,,,,8493,4363,4130,844,776,860,915,946,1337,1393,931,491,2535273,38.32,-80.01,815,2439,75.233333,-29,,,77.17,3.177778,-5.755556,16.572222,0.4572,50.8,-8.796296,40.686928
US_WV_54075,2020-03-09,ChIJbUD86b5wS4gRH-bw5k6Tteo,Q501312,geoId/54075,US,United States of America,WV,West Virginia,54075,Pocahontas County,US,USA,2,,,,,,,8493,4363,4130,844,776,860,915,946,1337,1393,931,491,2535273,38.32,-80.01,815,2439,75.233333,,,,41.26,10.066667,2.466667,18.977778,0.0,,-5.5,33.818769
US_WV_54075,2020-03-10,ChIJbUD86b5wS4gRH-bw5k6Tteo,Q501312,geoId/54075,US,United States of America,WV,West Virginia,54075,Pocahontas County,US,USA,2,,,,,,,8493,4363,4130,844,776,860,915,946,1337,1393,931,491,2535273,38.32,-80.01,815,2439,75.233333,,,,42.04,12.527778,7.811111,17.261111,0.435429,,4.888889,58.64501
US_WV_54075,2020-03-11,ChIJbUD86b5wS4gRH-bw5k6Tteo,Q501312,geoId/54075,US,United States of America,WV,West Virginia,54075,Pocahontas County,US,USA,2,,,,,,,8493,4363,4130,844,776,860,915,946,1337,1393,931,491,2535273,38.32,-80.01,815,2439,75.233333,,,,48.15,10.738889,7.255556,15.75,2.76225,,7.141975,76.23205
