location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,new_confirmed_male,new_confirmed_female,cumulative_confirmed_male,cumulative_confirmed_female,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_obesity,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anemia,search_trends_anxiety,search_trends_arthritis,search_trends_asperger_syndrome,search_trends_asthma,search_trends_attention_deficit_hyperactivity_disorder,search_trends_autoimmune_disease,search_trends_back_pain,search_trends_bacterial_vaginosis,search_trends_bleeding,search_trends_bloating,search_trends_bone_fracture,search_trends_bruise,search_trends_burn,search_trends_candidiasis,search_trends_canker_sore,search_trends_chest_pain,search_trends_chronic_pain,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_dandruff,search_trends_dementia,search_trends_depression,search_trends_dermatitis,search_trends_diabetes,search_trends_diarrhea,search_trends_dizziness,search_trends_dysmenorrhea,search_trends_edema,search_trends_epilepsy,search_trends_erectile_dysfunction,search_trends_fatigue,search_trends_fever,search_trends_flatulence,search_trends_gastroesophageal_reflux_disease,search_trends_generalized_anxiety_disorder,search_trends_gout,search_trends_hair_loss,search_trends_hay_fever,search_trends_headache,search_trends_heart_arrhythmia,search_trends_heartburn,search_trends_hemorrhoids,search_trends_hives,search_trends_hypercholesterolemia,search_trends_hyperglycemia,search_trends_hypertension,search_trends_hyperthyroidism,search_trends_hypotension,search_trends_hypothyroidism,search_trends_implantation_bleeding,search_trends_indigestion,search_trends_infection,search_trends_inflammation,search_trends_inflammatory_bowel_disease,search_trends_insomnia,search_trends_iron_deficiency,search_trends_itch,search_trends_kidney_failure,search_trends_kidney_stone,search_trends_knee_pain,search_trends_lesion,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_mood_disorder,search_trends_myocardial_infarction,search_trends_nasal_congestion,search_trends_nausea,search_trends_neck_pain,search_trends_obesity,search_trends_otitis,search_trends_pain,search_trends_panic_attack,search_trends_paresthesia,search_trends_perspiration,search_trends_pneumonia,search_trends_podalgia,search_trends_psychosis,search_trends_scar,search_trends_sciatica,search_trends_shortness_of_breath,search_trends_sinusitis,search_trends_skin_condition,search_trends_skin_rash,search_trends_skin_ulcer,search_trends_sleep_apnea,search_trends_sleep_disorder,search_trends_sore_throat,search_trends_stroke,search_trends_swelling,search_trends_swollen_lymph_nodes,search_trends_toothache,search_trends_tumor,search_trends_type_2_diabetes,search_trends_urinary_incontinence,search_trends_urinary_tract_infection,search_trends_vaginal_discharge,search_trends_vertigo,search_trends_vomiting,search_trends_wart,search_trends_weight_gain,search_trends_xeroderma,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_IN_18091,2020-09-25,ChIJB2TwW1CfEYgRGzuBfi3N99I,Q24648,geoId/18091,US,United States of America,IN,Indiana,18091,LaPorte County,US,USA,2,23,0,1493,40,,,0,1,2,0,0,2,6,5,3,2,2,15,30,53,41,256,258,246,235,169,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,12,11,801,682,109842,56568,53274,13107,13044,14279,13790,13578,15398,14074,8239,4333,1802084,41.6,-86.716667,778,1588,75.553571,7,4,88,26,-15,2,1.14,4.11,4.4,3.37,18.95,2.0,7.42,4.62,1.03,1.83,2.63,1.26,4.34,,3.14,1.2,3.03,1.66,1.48,2.28,,1.26,,5.48,2.11,3.94,2.8,,1.48,4.34,2.0,6.11,2.4,1.48,,1.26,1.77,2.57,3.65,2.46,1.14,3.25,0.97,,2.34,1.88,4.22,2.06,0.8,1.2,1.14,1.66,,5.82,1.2,0.86,1.48,1.03,1.66,16.16,4.34,,2.46,1.31,6.57,0.91,1.26,1.31,1.08,2.51,4.0,3.25,,1.77,1.48,1.88,1.48,3.42,1.08,29.23,1.43,1.14,1.03,0.91,,1.14,1.43,1.2,,1.43,3.83,6.45,1.48,1.2,1.83,1.71,2.28,4.68,,1.03,1.77,3.42,,3.2,1.6,1.2,2.28,1.37,2.23,1.08,18.790123,11.598765,26.691358,0.0,,11.972222,65.367606
US_IN_18091,2020-09-26,ChIJB2TwW1CfEYgRGzuBfi3N99I,Q24648,geoId/18091,US,United States of America,IN,Indiana,18091,LaPorte County,US,USA,2,4,0,1497,40,,,0,0,0,0,0,1,0,1,0,0,2,15,30,53,41,257,258,247,235,169,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,,4,801,686,109842,56568,53274,13107,13044,14279,13790,13578,15398,14074,8239,4333,1802084,41.6,-86.716667,778,1588,75.553571,21,24,,56,0,-2,1.18,3.53,6.08,3.73,11.64,1.05,5.88,4.64,0.98,1.44,2.42,0.92,4.45,1.7,2.94,1.5,2.55,2.29,1.11,2.88,,0.98,,6.54,3.6,3.73,3.07,0.92,1.57,3.86,2.29,5.82,3.2,0.92,0.98,,2.03,1.7,3.47,2.29,1.9,3.47,,,2.68,1.77,2.75,1.57,1.96,0.98,1.18,1.05,,7.0,,1.31,1.24,,1.64,17.92,4.32,,1.57,1.18,7.98,1.31,1.37,1.05,,2.81,2.88,3.6,,1.64,2.16,2.62,0.92,3.53,,31.13,1.37,2.42,0.98,,1.37,1.44,2.35,,,2.22,3.4,6.47,2.55,1.24,1.18,1.11,1.77,5.1,,1.31,,3.01,1.7,3.2,2.81,0.92,2.68,1.24,2.03,1.9,19.703704,14.777778,25.148148,0.0,,15.069444,74.954831
US_IN_18091,2020-09-27,ChIJB2TwW1CfEYgRGzuBfi3N99I,Q24648,geoId/18091,US,United States of America,IN,Indiana,18091,LaPorte County,US,USA,2,5,1,1502,41,,,0,0,0,0,0,1,1,0,1,1,2,15,30,53,41,258,259,247,236,170,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,2,3,803,689,109842,56568,53274,13107,13044,14279,13790,13578,15398,14074,8239,4333,1802084,41.6,-86.716667,778,1588,75.553571,16,24,,42,-2,-1,1.7,3.9,6.1,3.08,14.77,2.01,5.85,4.46,1.26,1.51,2.64,,4.71,,3.21,1.82,2.39,1.82,1.32,2.39,,1.45,1.01,6.41,3.4,3.14,3.21,1.07,2.08,3.4,1.7,7.29,3.14,,1.2,1.32,1.01,2.26,3.65,3.02,2.14,3.21,,,2.83,2.14,3.02,1.7,1.76,1.2,1.13,,,5.22,1.07,,1.38,0.94,1.2,17.6,5.09,1.07,3.65,1.51,7.8,,,1.64,,2.96,2.45,3.33,0.88,2.77,1.32,2.01,1.32,3.08,1.13,31.25,1.13,2.39,1.32,,0.94,1.26,1.7,1.07,,1.38,3.33,5.78,1.57,,1.51,,2.39,5.97,,1.32,,2.83,,4.4,2.7,0.94,3.33,1.76,2.01,1.45,20.598765,17.438272,25.660494,0.0,,16.166667,75.80503
US_IN_18091,2020-09-28,ChIJB2TwW1CfEYgRGzuBfi3N99I,Q24648,geoId/18091,US,United States of America,IN,Indiana,18091,LaPorte County,US,USA,2,40,0,1542,41,,,0,0,1,3,0,10,7,4,5,8,2,15,31,56,41,268,266,251,241,178,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,22,18,825,707,109842,56568,53274,13107,13044,14279,13790,13578,15398,14074,8239,4333,1802084,41.6,-86.716667,778,1588,75.553571,5,5,18,19,-14,5,1.08,5.01,5.55,4.31,18.48,1.72,8.35,3.99,1.19,1.4,2.64,1.24,5.71,1.19,3.02,1.99,3.18,1.02,1.19,2.91,1.62,2.37,,6.04,3.12,3.99,2.96,1.35,1.83,4.69,1.99,7.33,3.39,1.08,,1.08,1.51,1.83,4.36,2.75,2.37,3.83,1.46,,2.59,1.4,3.39,1.62,3.34,1.46,1.62,0.97,,7.17,0.92,1.78,1.51,,1.24,19.13,4.9,1.08,2.59,0.92,6.09,1.02,1.46,1.67,1.24,2.8,4.53,4.04,,2.21,1.13,1.83,1.51,4.2,0.86,36.1,1.83,1.94,1.51,1.29,1.19,1.4,1.35,1.24,,1.46,3.39,5.28,2.26,1.62,1.13,1.02,2.26,5.01,,0.97,1.29,4.04,2.21,3.99,2.59,1.08,2.64,,2.42,1.78,14.222222,12.016667,19.277778,1.088571,,11.673611,86.490966
US_IN_18091,2020-09-29,ChIJB2TwW1CfEYgRGzuBfi3N99I,Q24648,geoId/18091,US,United States of America,IN,Indiana,18091,LaPorte County,US,USA,2,47,0,1589,41,,,0,0,1,0,2,6,13,9,2,5,2,15,32,56,43,274,279,260,243,183,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,32,15,857,722,109842,56568,53274,13107,13044,14279,13790,13578,15398,14074,8239,4333,1802084,41.6,-86.716667,778,1588,75.553571,6,4,45,18,-15,4,1.75,3.5,4.52,4.01,17.62,1.7,6.61,4.01,0.96,1.58,4.24,1.24,4.46,0.9,3.22,1.36,2.77,1.41,1.7,2.48,1.19,0.79,1.07,7.23,3.33,2.26,2.65,1.24,2.26,5.31,1.47,5.42,3.11,1.24,1.19,,1.64,1.81,4.41,3.33,2.32,3.5,,,2.88,1.36,3.33,2.26,3.11,1.24,0.96,1.41,,6.44,0.96,,,1.41,,19.15,3.79,,3.05,1.41,6.21,1.13,2.37,1.75,1.7,1.92,3.45,4.01,0.96,2.2,1.81,1.52,1.7,4.91,1.07,30.62,1.64,1.41,1.02,1.52,1.41,1.3,1.81,1.3,,1.81,3.22,6.27,2.26,1.13,2.09,0.9,2.48,3.62,0.96,0.79,0.96,2.43,1.36,4.91,1.86,1.02,1.92,1.07,2.99,1.24,11.796296,7.246914,16.271605,0.846667,,7.722222,78.41486
US_IN_18091,2020-09-30,ChIJB2TwW1CfEYgRGzuBfi3N99I,Q24648,geoId/18091,US,United States of America,IN,Indiana,18091,LaPorte County,US,USA,2,26,0,1615,41,,,0,0,0,0,1,5,2,4,4,8,2,15,32,56,44,279,281,264,247,191,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,14,12,871,734,109842,56568,53274,13107,13044,14279,13790,13578,15398,14074,8239,4333,1802084,41.6,-86.716667,778,1588,75.553571,8,2,,27,-17,4,1.57,4.99,5.39,4.43,16.95,1.46,6.96,4.66,0.84,1.29,3.37,1.46,5.16,1.01,2.64,1.91,2.58,1.51,1.01,2.81,,1.8,1.18,6.57,2.81,3.31,2.81,0.84,2.36,3.82,1.51,6.85,4.1,1.74,0.9,0.84,1.96,1.68,4.88,3.48,1.96,3.2,0.9,1.29,2.97,1.12,3.54,1.68,2.02,0.84,1.24,0.9,0.9,5.55,0.79,1.01,1.29,,1.29,17.23,4.94,,1.8,1.57,5.89,1.74,1.29,1.57,,1.74,3.76,3.25,0.95,1.91,1.35,1.91,1.07,3.59,1.35,29.74,0.95,1.46,2.19,,0.84,1.07,1.51,0.95,,1.91,3.59,4.99,1.35,1.18,1.63,1.4,2.02,4.49,1.01,1.07,1.74,3.03,1.29,3.48,2.75,0.9,2.3,1.18,1.74,2.13,12.987654,9.654321,18.296296,0.0,,7.923611,72.641481
US_IN_18091,2020-10-01,ChIJB2TwW1CfEYgRGzuBfi3N99I,Q24648,geoId/18091,US,United States of America,IN,Indiana,18091,LaPorte County,US,USA,2,36,1,1651,42,,,0,0,3,3,0,3,4,4,10,5,2,15,35,59,44,282,285,268,257,196,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,21,15,892,749,109842,56568,53274,13107,13044,14279,13790,13578,15398,14074,8239,4333,1802084,41.6,-86.716667,778,1588,75.553571,8,8,35,20,-13,3,1.1,3.09,4.91,2.32,15.89,1.44,6.24,5.02,0.88,2.48,2.26,1.21,4.36,,3.75,1.32,3.59,1.54,1.05,2.15,0.94,1.38,,7.34,2.43,2.98,3.42,,2.32,3.59,1.27,7.12,3.37,1.16,1.49,,1.99,2.48,4.08,3.97,1.99,3.59,1.38,1.05,3.2,1.05,3.53,1.77,1.71,1.32,,1.21,1.27,6.68,0.83,1.16,1.27,0.88,,17.22,4.53,0.99,2.43,1.32,4.8,,1.38,1.38,1.16,2.37,3.59,3.15,,2.15,0.83,1.32,1.54,4.3,0.94,31.67,0.83,1.32,0.94,,1.6,1.49,1.38,1.16,,1.6,3.59,5.74,2.04,,1.54,1.1,1.66,4.91,0.94,0.94,1.82,2.87,0.99,3.15,1.82,0.99,2.26,1.71,2.59,1.27,10.703704,6.512346,15.296296,0.762,,6.201389,75.966856
US_IN_18091,2020-10-02,ChIJB2TwW1CfEYgRGzuBfi3N99I,Q24648,geoId/18091,US,United States of America,IN,Indiana,18091,LaPorte County,US,USA,2,16,0,1667,42,,,0,0,0,1,0,2,3,4,4,1,2,15,35,60,44,284,288,272,261,197,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,10,5,902,754,109842,56568,53274,13107,13044,14279,13790,13578,15398,14074,8239,4333,1802084,41.6,-86.716667,778,1588,75.553571,1,2,33,24,-14,3,0.91,3.4,5.04,3.17,17.04,1.81,6.85,5.21,1.07,1.25,2.49,1.3,4.42,1.25,3.62,,2.21,1.47,1.53,2.66,,2.83,0.79,7.02,2.83,4.19,2.49,1.13,2.04,3.4,1.7,6.17,3.23,0.91,,,2.49,2.43,4.02,2.94,1.36,4.53,1.13,,3.11,1.42,2.89,2.15,2.77,1.47,,1.07,,5.43,,,1.87,1.3,1.64,19.59,3.23,,2.43,1.13,4.81,1.36,1.19,1.3,,2.21,3.17,3.0,0.79,2.77,1.25,2.26,1.87,7.25,0.79,29.32,1.64,1.87,1.7,1.7,,1.3,1.19,0.91,,1.81,2.43,5.26,1.64,0.91,1.36,1.64,2.09,4.53,1.3,,0.85,2.89,1.3,3.62,1.81,,2.26,1.36,2.04,1.87,8.617284,5.660494,12.469136,3.664857,,4.680556,76.959211
US_IN_18091,2020-10-03,ChIJB2TwW1CfEYgRGzuBfi3N99I,Q24648,geoId/18091,US,United States of America,IN,Indiana,18091,LaPorte County,US,USA,2,10,0,1677,42,,,0,0,0,0,1,0,2,3,0,2,2,15,35,60,45,284,290,275,261,199,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,5,4,907,758,109842,56568,53274,13107,13044,14279,13790,13578,15398,14074,8239,4333,1802084,41.6,-86.716667,778,1588,75.553571,15,23,,44,-4,0,1.45,4.22,6.0,3.3,10.1,1.78,5.41,3.63,,,2.24,2.11,4.29,,3.1,1.91,3.3,0.92,1.52,1.52,1.25,1.85,,9.57,2.77,3.5,2.51,,2.04,3.23,1.78,6.0,4.22,1.19,,,2.31,3.43,3.83,3.3,2.31,3.43,,1.58,3.76,1.58,2.57,1.52,3.43,1.12,1.65,1.19,1.19,5.74,1.12,1.06,1.39,,1.72,16.96,4.16,,1.45,1.19,5.28,1.06,,1.45,,2.24,2.97,3.69,,2.97,1.45,2.04,1.25,5.67,,28.04,1.25,2.18,,,1.06,1.25,1.98,,1.58,0.99,3.3,5.08,,0.92,2.18,,2.64,4.68,,1.19,,2.57,0.92,3.1,1.85,,2.38,,2.84,1.25,8.246914,3.574074,14.074074,0.41275,,3.611111,73.317471
US_IN_18091,2020-10-04,ChIJB2TwW1CfEYgRGzuBfi3N99I,Q24648,geoId/18091,US,United States of America,IN,Indiana,18091,LaPorte County,US,USA,2,6,1,1683,43,,,0,0,1,0,0,0,2,1,0,1,2,15,36,60,45,284,292,276,261,200,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,3,3,910,761,109842,56568,53274,13107,13044,14279,13790,13578,15398,14074,8239,4333,1802084,41.6,-86.716667,778,1588,75.553571,7,19,43,30,-6,1,1.42,3.52,6.67,3.52,11.43,1.3,5.37,4.08,1.42,1.85,2.84,,5.37,,2.96,1.11,2.78,1.48,1.24,2.47,1.3,0.99,,9.7,3.4,4.08,3.03,1.24,1.85,2.9,1.73,6.42,4.45,0.99,1.36,,1.61,2.84,3.89,3.64,2.16,3.27,1.42,1.36,3.09,1.48,3.89,1.91,2.84,0.93,1.61,0.93,1.36,4.94,,,0.99,1.48,2.22,16.86,4.26,0.99,2.9,1.05,5.99,1.05,1.54,0.86,1.3,3.27,3.52,3.58,1.73,1.67,1.67,1.3,,4.45,1.36,32.36,1.79,2.41,1.24,0.99,,1.42,1.73,1.67,1.24,1.48,3.71,5.68,1.67,1.42,2.22,1.3,2.29,5.25,1.05,0.93,,3.27,0.99,3.4,2.35,0.99,2.66,1.24,2.41,1.98,9.685185,7.592593,12.197531,3.894667,,6.888889,83.797886
US_IN_18091,2020-10-05,ChIJB2TwW1CfEYgRGzuBfi3N99I,Q24648,geoId/18091,US,United States of America,IN,Indiana,18091,LaPorte County,US,USA,2,43,0,1726,43,,,0,0,1,1,1,5,5,6,11,4,2,15,37,61,46,289,297,282,272,204,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,22,21,932,782,109842,56568,53274,13107,13044,14279,13790,13578,15398,14074,8239,4333,1802084,41.6,-86.716667,778,1588,75.553571,12,7,46,20,-14,2,1.55,4.1,5.59,3.49,17.16,1.72,7.86,5.04,,2.27,3.54,0.83,6.92,1.77,3.38,1.66,2.88,,1.05,2.6,,1.33,0.89,9.08,3.98,4.43,2.99,0.78,1.83,4.48,1.55,6.48,3.87,2.16,1.05,,1.6,2.05,4.04,3.82,2.16,3.43,0.94,,3.65,1.66,3.15,2.16,2.44,1.6,0.89,2.82,1.44,6.59,,1.0,1.11,,0.94,20.92,4.65,0.78,2.44,1.83,6.75,1.27,1.55,1.44,1.27,2.55,3.43,2.99,0.78,2.33,2.05,1.94,1.22,4.87,0.94,33.21,1.55,1.38,1.33,1.0,0.89,1.33,1.83,1.38,,1.38,3.82,6.86,1.83,1.0,2.44,1.16,1.77,4.59,0.89,1.33,1.22,3.04,1.66,4.32,2.38,1.38,1.99,1.11,3.27,1.6,9.905556,3.566667,16.311111,0.9906,,3.027778,64.063856
US_IN_18091,2020-10-06,ChIJB2TwW1CfEYgRGzuBfi3N99I,Q24648,geoId/18091,US,United States of America,IN,Indiana,18091,LaPorte County,US,USA,2,37,2,1763,45,,,0,0,2,2,2,3,4,3,6,6,2,15,39,63,48,292,301,285,278,210,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,21,16,953,798,109842,56568,53274,13107,13044,14279,13790,13578,15398,14074,8239,4333,1802084,41.6,-86.716667,778,1588,75.553571,4,6,51,15,-15,3,2.07,3.75,6.27,3.47,17.14,1.9,7.9,5.32,1.06,2.41,3.25,1.57,4.37,1.23,2.86,1.79,2.91,1.29,2.24,2.41,,1.79,0.95,8.06,3.42,4.42,2.58,1.01,2.74,4.31,1.74,9.02,3.53,1.46,1.01,,1.18,2.02,5.43,3.64,2.46,4.09,0.95,,4.42,1.46,4.03,2.46,2.35,1.12,1.06,1.12,1.12,7.67,,2.18,1.29,,1.79,22.46,4.59,0.9,2.74,1.62,6.27,,1.29,1.85,,2.52,3.81,4.2,1.29,2.91,1.57,1.9,1.4,4.14,,33.1,1.29,1.96,1.12,1.12,0.78,1.74,2.18,0.95,1.34,1.18,4.26,6.33,2.18,1.06,2.58,1.96,3.64,3.47,,0.84,1.62,3.98,1.85,3.81,1.96,1.29,1.74,1.34,2.69,1.79,14.45679,9.228395,21.82716,0.0,,5.784722,55.987575
US_IN_18091,2020-10-07,ChIJB2TwW1CfEYgRGzuBfi3N99I,Q24648,geoId/18091,US,United States of America,IN,Indiana,18091,LaPorte County,US,USA,2,37,1,1800,46,,,0,1,0,0,1,5,2,8,13,4,2,16,39,63,49,297,303,293,291,214,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,23,14,976,812,109842,56568,53274,13107,13044,14279,13790,13578,15398,14074,8239,4333,1802084,41.6,-86.716667,778,1588,75.553571,8,7,,25,-14,2,1.57,4.87,7.5,3.08,17.63,2.13,7.44,3.81,0.84,1.85,3.64,1.34,4.25,1.06,3.58,1.85,2.69,1.23,1.29,2.02,,,0.9,6.83,3.08,3.75,2.63,,2.07,3.75,2.02,7.11,3.02,2.02,,,2.46,2.07,4.92,3.47,2.29,3.69,0.95,1.06,2.8,1.06,3.97,1.85,2.8,1.18,0.95,1.23,1.62,4.98,,1.4,1.51,1.01,1.29,20.32,4.87,1.18,2.74,1.01,5.99,1.29,1.06,0.9,1.29,2.74,4.98,3.53,1.12,1.96,1.01,1.9,1.57,4.14,1.06,31.85,1.62,1.06,2.13,0.9,1.01,1.4,1.62,,,1.34,2.8,5.15,1.46,0.84,1.96,1.23,2.52,5.6,1.01,1.12,0.84,3.64,1.18,3.25,3.08,1.12,1.85,1.18,1.85,1.46,17.302469,13.333333,21.41358,0.0,,8.868056,57.774158
US_IN_18091,2020-10-08,ChIJB2TwW1CfEYgRGzuBfi3N99I,Q24648,geoId/18091,US,United States of America,IN,Indiana,18091,LaPorte County,US,USA,2,42,1,1842,47,,,0,0,0,1,0,8,4,10,11,2,2,16,39,64,49,305,307,303,302,216,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,19,22,995,834,109842,56568,53274,13107,13044,14279,13790,13578,15398,14074,8239,4333,1802084,41.6,-86.716667,778,1588,75.553571,5,9,60,30,-13,2,2.17,4.18,5.29,2.67,17.5,1.73,7.13,4.62,1.06,1.39,3.29,1.45,5.63,1.17,3.73,1.95,2.29,1.0,1.17,1.78,,,,7.13,2.45,3.06,2.4,,2.51,3.51,1.73,7.24,3.06,1.06,1.06,,2.29,0.89,3.57,3.79,1.95,3.01,1.5,1.11,3.51,1.67,3.18,1.39,2.23,1.84,1.0,1.28,1.06,5.41,0.84,0.89,1.73,,1.56,15.66,4.07,1.17,3.46,1.11,5.35,1.23,1.28,1.17,1.06,2.9,3.4,3.96,0.89,2.67,0.95,1.73,1.34,4.35,0.95,31.6,1.73,2.34,1.39,1.0,1.28,1.34,2.17,1.11,,1.73,3.06,4.4,1.39,0.78,2.12,1.39,1.95,5.13,1.17,0.84,0.78,3.51,0.95,3.73,2.67,1.06,2.01,1.39,2.01,1.78,12.41358,5.734568,20.228395,0.0,,6.354167,67.786067
US_IN_18091,2020-10-09,ChIJB2TwW1CfEYgRGzuBfi3N99I,Q24648,geoId/18091,US,United States of America,IN,Indiana,18091,LaPorte County,US,USA,2,33,0,1875,47,,,0,0,0,1,1,4,4,4,8,6,2,16,39,65,50,309,311,307,310,222,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,17,16,1012,850,109842,56568,53274,13107,13044,14279,13790,13578,15398,14074,8239,4333,1802084,41.6,-86.716667,778,1588,75.553571,3,4,95,35,-15,2,1.43,3.48,4.28,2.85,15.96,1.71,6.21,4.39,0.97,1.94,2.62,1.48,3.99,1.6,3.36,1.82,2.11,1.14,1.31,2.68,0.97,0.97,,7.41,2.34,2.91,3.19,0.8,1.48,3.71,1.77,9.41,4.05,0.85,1.2,1.08,1.65,1.94,5.02,3.36,2.62,2.68,0.91,,2.79,1.54,3.25,1.88,1.82,1.31,0.85,1.48,1.37,5.3,,0.91,1.6,1.31,,17.62,3.99,1.08,2.17,1.6,6.21,,1.6,1.43,,1.88,2.62,3.71,0.91,1.82,1.03,1.2,1.2,5.3,1.37,29.08,1.2,1.94,1.43,1.2,1.14,1.43,2.0,,,1.48,2.57,5.87,2.05,1.03,1.82,1.37,2.05,4.05,,,1.43,5.42,,4.22,2.11,1.03,2.0,1.37,2.51,1.03,15.666667,6.423611,27.069444,0.0,,7.809524,59.218455
US_IN_18091,2020-10-10,ChIJB2TwW1CfEYgRGzuBfi3N99I,Q24648,geoId/18091,US,United States of America,IN,Indiana,18091,LaPorte County,US,USA,2,8,0,1883,47,,,0,0,1,1,0,0,2,0,1,1,2,16,40,66,50,309,313,307,311,223,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,2,5,1014,855,109842,56568,53274,13107,13044,14279,13790,13578,15398,14074,8239,4333,1802084,41.6,-86.716667,778,1588,75.553571,18,25,,51,-3,-1,1.96,3.78,5.15,2.87,11.14,1.43,6.58,4.69,1.43,1.17,1.96,1.24,4.69,1.24,2.93,2.08,3.13,1.17,1.76,2.28,0.91,1.37,,8.34,2.8,5.28,1.89,,1.89,3.78,1.5,7.17,4.76,1.43,,,1.82,1.96,3.91,3.0,1.82,3.32,,,2.93,1.69,5.41,1.37,3.39,,1.3,,,6.13,1.3,1.11,1.24,1.63,1.96,17.66,4.5,1.04,2.28,1.5,6.78,1.24,1.24,1.69,,2.61,4.11,4.37,,2.15,1.89,1.82,1.04,3.52,0.91,32.26,1.69,1.76,2.02,,0.91,1.24,1.96,1.63,,1.3,2.54,5.21,1.89,,1.5,0.98,2.15,5.54,,,,4.37,1.17,3.98,2.22,,1.82,1.43,2.61,1.82,19.770833,15.590278,23.847222,0.0,,14.468254,71.287057
US_IN_18091,2020-10-11,ChIJB2TwW1CfEYgRGzuBfi3N99I,Q24648,geoId/18091,US,United States of America,IN,Indiana,18091,LaPorte County,US,USA,2,11,1,1894,48,,,0,0,0,0,0,1,0,1,3,4,2,16,40,66,50,310,313,308,314,227,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,7,4,1021,859,109842,56568,53274,13107,13044,14279,13790,13578,15398,14074,8239,4333,1802084,41.6,-86.716667,778,1588,75.553571,21,33,,41,-2,-1,1.75,4.24,7.74,3.37,12.92,1.81,6.24,3.68,1.75,1.44,2.75,,5.06,1.12,2.37,2.75,6.24,2.68,2.19,2.43,,1.31,,7.87,4.06,3.62,2.93,1.06,1.94,3.31,1.81,7.49,4.93,1.75,1.37,0.87,1.12,1.06,4.62,4.12,1.87,3.87,,1.0,3.43,1.69,4.24,2.31,2.25,,,0.87,1.87,5.24,,1.0,1.87,0.94,1.19,17.04,4.31,1.25,3.06,1.0,7.12,,1.56,1.69,0.94,2.12,3.43,3.75,1.19,2.75,1.19,1.75,1.31,4.18,0.87,34.7,1.12,2.25,2.12,1.44,1.69,0.94,2.0,2.06,0.94,1.44,3.81,6.43,1.5,,1.81,,1.56,5.31,,1.0,,4.37,1.25,3.06,3.0,0.87,1.87,1.44,2.06,1.31,16.333333,12.6875,21.972222,0.0,,11.587302,73.483017
