location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_obesity,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anemia,search_trends_anxiety,search_trends_arthritis,search_trends_asthma,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bloating,search_trends_bone_fracture,search_trends_burn,search_trends_candidiasis,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_dermatitis,search_trends_diabetes,search_trends_diarrhea,search_trends_epilepsy,search_trends_erectile_dysfunction,search_trends_fatigue,search_trends_fever,search_trends_flatulence,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_myocardial_infarction,search_trends_nausea,search_trends_obesity,search_trends_pain,search_trends_scar,search_trends_skin_condition,search_trends_skin_rash,search_trends_sleep_disorder,search_trends_stroke,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vaginal_discharge,search_trends_vomiting,search_trends_weight_gain,search_trends_xeroderma,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_IL_17195,2020-01-11,ChIJ00XrpMTbCYgR4cwLAD2byNs,Q490972,geoId/17195,US,United States of America,IL,Illinois,17195,Whiteside County,US,USA,2,,,,,,,55955,27695,28260,6584,7104,6213,6045,6651,7910,7623,4678,3147,1357318,41.75,-89.91,697,78.133333,,,,,,2.76,7.46,3.31,7.59,,5.38,3.73,,,4.83,4.14,,2.9,,2.48,12.15,4.28,7.04,,4.0,,6.21,5.8,,2.07,4.42,4.42,1.93,2.21,4.42,2.48,2.21,4.97,20.02,5.11,2.76,6.49,2.9,2.48,4.28,2.35,,3.04,34.24,,4.69,6.9,,2.62,5.11,4.97,4.83,3.17,2.48,3.73,2.9,-0.911111,-4.883333,3.177778,17.7165,30.48,-2.080247,92.528674
US_IL_17195,2020-01-12,ChIJ00XrpMTbCYgR4cwLAD2byNs,Q490972,geoId/17195,US,United States of America,IL,Illinois,17195,Whiteside County,US,USA,2,,,,,,,55955,27695,28260,6584,7104,6213,6045,6651,7910,7623,4678,3147,1357318,41.75,-89.91,697,78.133333,,,,,2.6,6.34,6.34,3.46,6.78,2.74,6.63,3.6,,,4.61,3.46,,3.17,2.6,2.74,14.85,4.18,8.94,,3.6,,7.35,2.31,2.45,2.31,3.32,5.91,2.74,3.32,3.89,2.74,2.31,4.04,21.77,8.51,3.89,7.78,2.31,3.6,2.74,,,3.46,35.75,2.45,2.16,6.63,2.6,,5.19,3.46,2.31,,3.75,,2.31,-4.788889,-6.244444,-1.477778,1.905,50.8,-7.216049,82.999455
US_IL_17195,2020-01-13,ChIJ00XrpMTbCYgR4cwLAD2byNs,Q490972,geoId/17195,US,United States of America,IL,Illinois,17195,Whiteside County,US,USA,2,,,,,,,55955,27695,28260,6584,7104,6213,6045,6651,7910,7623,4678,3147,1357318,41.75,-89.91,697,78.133333,,,,,,4.37,6.14,4.02,7.56,2.72,5.55,4.49,,3.42,6.02,3.19,2.13,3.9,1.65,2.01,14.88,4.84,8.62,1.77,2.83,2.36,9.1,3.78,2.13,2.36,3.66,3.78,3.54,4.96,2.83,1.89,4.25,6.14,23.03,5.67,2.01,6.38,4.02,3.07,2.83,2.01,,5.08,35.91,,3.19,5.79,,1.89,4.72,4.61,3.9,2.24,4.96,3.78,2.48,-1.255556,-3.455556,-0.005556,0.3175,40.64,-3.018519,87.709369
US_IL_17195,2020-01-14,ChIJ00XrpMTbCYgR4cwLAD2byNs,Q490972,geoId/17195,US,United States of America,IL,Illinois,17195,Whiteside County,US,USA,2,,,,,,,55955,27695,28260,6584,7104,6213,6045,6651,7910,7623,4678,3147,1357318,41.75,-89.91,697,78.133333,,,,,3.1,4.76,6.79,3.45,6.67,2.5,5.84,3.93,,1.67,5.24,2.62,2.62,3.1,,1.79,14.53,2.38,8.34,1.79,4.05,,7.86,5.12,3.22,2.5,3.93,4.29,1.67,4.05,3.45,4.41,2.5,5.84,25.73,7.38,2.5,5.72,2.14,3.93,4.17,2.38,,4.76,32.99,2.86,2.74,5.24,2.98,2.38,3.69,4.29,3.69,2.14,2.74,3.81,,0.994444,-1.311111,3.15,1.4605,30.48,-0.259259,91.124429
US_IL_17195,2020-01-15,ChIJ00XrpMTbCYgR4cwLAD2byNs,Q490972,geoId/17195,US,United States of America,IL,Illinois,17195,Whiteside County,US,USA,2,,,,,,,55955,27695,28260,6584,7104,6213,6045,6651,7910,7623,4678,3147,1357318,41.75,-89.91,697,78.133333,,,,,2.94,4.17,4.9,3.8,7.11,2.57,6.0,5.51,,3.19,5.15,4.41,,4.66,,2.08,14.7,3.92,6.62,2.08,4.04,1.96,6.74,5.15,3.06,,3.31,5.76,2.57,3.31,1.84,4.41,4.04,5.27,26.59,5.51,2.33,6.37,3.55,,4.17,,2.45,5.76,34.92,,4.29,4.66,,2.45,5.15,3.68,3.19,1.84,2.7,2.45,,-1.438889,-4.738889,1.35,0.508,30.48,-2.141975,94.794795
US_IL_17195,2020-01-16,ChIJ00XrpMTbCYgR4cwLAD2byNs,Q490972,geoId/17195,US,United States of America,IL,Illinois,17195,Whiteside County,US,USA,2,,,,,,,55955,27695,28260,6584,7104,6213,6045,6651,7910,7623,4678,3147,1357318,41.75,-89.91,697,78.133333,,,,,1.8,4.19,5.63,,6.95,2.16,5.51,2.52,2.16,3.48,5.27,4.19,,4.67,1.92,2.4,13.42,2.76,7.91,2.76,4.55,,6.59,3.35,2.76,3.35,3.48,4.07,,4.07,2.52,5.15,2.52,7.43,22.05,2.52,2.64,6.23,,3.95,3.95,2.04,,4.55,31.03,,,5.63,2.64,3.12,5.15,3.6,4.43,2.16,3.71,2.52,2.16,-8.405556,-14.316667,-0.238889,0.211667,,-12.240741,74.995253
US_IL_17195,2020-01-17,ChIJ00XrpMTbCYgR4cwLAD2byNs,Q490972,geoId/17195,US,United States of America,IL,Illinois,17195,Whiteside County,US,USA,2,,,,,,,55955,27695,28260,6584,7104,6213,6045,6651,7910,7623,4678,3147,1357318,41.75,-89.91,697,78.133333,,,,,,2.68,5.11,1.95,7.91,1.7,5.96,3.16,1.95,2.31,3.77,3.53,,3.41,,2.56,13.38,1.82,7.42,1.7,2.31,,7.3,3.53,2.68,3.16,3.65,4.99,2.8,3.41,4.02,3.29,2.31,6.81,20.81,6.33,3.16,6.57,2.8,3.53,2.43,,3.29,3.29,28.35,,2.92,5.23,1.7,2.8,3.53,3.89,3.53,3.04,2.68,2.92,,-8.027778,-11.994444,-3.344444,0.217714,30.48,-11.290123,77.196257
US_IL_17195,2020-01-18,ChIJ00XrpMTbCYgR4cwLAD2byNs,Q490972,geoId/17195,US,United States of America,IL,Illinois,17195,Whiteside County,US,USA,2,,,,,,,55955,27695,28260,6584,7104,6213,6045,6651,7910,7623,4678,3147,1357318,41.75,-89.91,697,78.133333,,,,,2.76,2.9,8.41,2.76,7.11,,6.67,3.48,,,3.63,3.19,2.47,2.76,2.32,2.03,15.96,2.47,7.83,2.9,4.64,,4.79,4.79,2.76,2.61,3.34,3.19,2.9,4.35,3.92,3.19,,6.09,22.49,4.35,,4.93,,2.61,4.06,,,4.21,27.42,3.92,3.48,4.5,2.03,2.03,4.06,4.21,5.37,2.61,2.9,3.19,2.47,-2.705556,-12.4,0.916667,9.87425,78.74,-4.154321,89.959235
US_IL_17195,2020-01-19,ChIJ00XrpMTbCYgR4cwLAD2byNs,Q490972,geoId/17195,US,United States of America,IL,Illinois,17195,Whiteside County,US,USA,2,,,,,,,55955,27695,28260,6584,7104,6213,6045,6651,7910,7623,4678,3147,1357318,41.75,-89.91,697,78.133333,,,,,3.26,3.69,6.95,2.84,7.24,1.99,5.96,5.39,2.7,,4.54,3.97,,3.26,2.55,2.55,15.75,4.83,7.95,2.7,4.83,2.13,7.52,3.83,2.13,3.69,6.1,5.68,2.7,3.69,3.69,4.26,3.26,4.83,21.43,4.68,2.13,5.25,3.26,3.97,4.83,3.55,,2.27,37.61,2.41,3.55,3.26,2.27,2.98,5.25,3.12,2.84,2.13,2.55,,2.55,-15.105556,-18.083333,-10.261111,1.919111,88.9,-18.882716,72.999923
US_IL_17195,2020-01-20,ChIJ00XrpMTbCYgR4cwLAD2byNs,Q490972,geoId/17195,US,United States of America,IL,Illinois,17195,Whiteside County,US,USA,2,,,,,,,55955,27695,28260,6584,7104,6213,6045,6651,7910,7623,4678,3147,1357318,41.75,-89.91,697,78.133333,,,,,3.39,5.15,7.32,4.61,10.98,,7.32,4.2,2.03,2.98,5.97,3.8,1.9,5.7,2.58,2.98,16.82,2.58,8.0,2.85,4.88,3.53,8.81,4.88,,2.44,5.83,4.61,2.58,3.8,3.93,4.07,3.53,7.46,25.22,7.46,3.12,3.93,2.03,3.39,3.12,2.31,,4.75,41.5,1.9,2.58,5.83,2.58,2.85,6.24,4.88,2.98,2.98,2.31,2.85,,-11.138889,-16.011111,-4.683333,0.0,78.74,-13.895062,80.420459
US_IL_17195,2020-01-21,ChIJ00XrpMTbCYgR4cwLAD2byNs,Q490972,geoId/17195,US,United States of America,IL,Illinois,17195,Whiteside County,US,USA,2,,,,,,,55955,27695,28260,6584,7104,6213,6045,6651,7910,7623,4678,3147,1357318,41.75,-89.91,697,78.133333,,,,,2.26,5.36,5.83,2.86,8.22,1.67,8.34,4.53,,2.26,5.72,3.1,,2.62,,3.21,18.46,3.21,10.48,2.26,4.76,2.62,9.41,3.57,2.62,,4.53,6.07,1.67,4.64,2.86,7.14,2.74,6.43,25.6,6.55,3.21,5.83,2.86,4.29,7.62,1.67,1.67,4.29,36.68,,3.93,7.03,2.02,3.45,7.03,5.12,4.29,2.86,3.1,2.5,2.62,-10.627778,-16.355556,-3.344444,0.028222,64.77,-12.944444,83.508677
US_IL_17195,2020-01-22,ChIJ00XrpMTbCYgR4cwLAD2byNs,Q490972,geoId/17195,US,United States of America,IL,Illinois,17195,Whiteside County,US,USA,2,,,,,,,55955,27695,28260,6584,7104,6213,6045,6651,7910,7623,4678,3147,1357318,41.75,-89.91,697,78.133333,,,,,3.72,4.68,6.85,4.92,6.49,1.8,6.61,3.48,1.68,4.32,4.68,3.12,,3.84,2.4,2.4,20.18,2.4,8.89,,5.41,2.16,9.25,5.04,1.8,1.8,4.32,5.04,2.16,4.68,3.48,7.69,3.0,6.85,24.27,6.01,2.28,5.53,3.0,3.6,7.69,2.04,,7.21,37.48,,3.6,6.61,2.28,3.0,5.89,3.6,4.57,2.76,3.0,2.16,2.76,-4.038889,-7.772222,0.0,0.0,64.77,-6.753086,81.129792
US_IL_17195,2020-01-23,ChIJ00XrpMTbCYgR4cwLAD2byNs,Q490972,geoId/17195,US,United States of America,IL,Illinois,17195,Whiteside County,US,USA,2,,,,,,,55955,27695,28260,6584,7104,6213,6045,6651,7910,7623,4678,3147,1357318,41.75,-89.91,697,78.133333,,,,,2.03,4.66,6.92,3.82,6.45,1.67,7.4,6.92,1.79,3.46,4.89,3.7,3.22,4.78,1.67,,18.5,2.63,7.88,2.39,4.54,2.39,8.95,4.3,1.79,,5.61,4.3,1.91,3.82,4.42,6.8,2.51,6.21,26.38,5.85,2.51,5.25,2.63,3.82,4.42,3.22,2.27,3.7,34.26,,4.3,5.97,1.67,3.58,4.18,4.66,4.54,3.82,4.3,2.87,1.91,-0.472222,-1.738889,1.011111,1.072444,88.9,-1.808642,90.260146
US_IL_17195,2020-01-24,ChIJ00XrpMTbCYgR4cwLAD2byNs,Q490972,geoId/17195,US,United States of America,IL,Illinois,17195,Whiteside County,US,USA,2,,,,,,,55955,27695,28260,6584,7104,6213,6045,6651,7910,7623,4678,3147,1357318,41.75,-89.91,697,78.133333,,,,,,4.9,4.78,3.23,8.24,2.27,6.09,6.09,,5.49,4.78,3.82,,2.75,,2.99,26.04,3.34,8.12,1.79,3.34,2.03,8.48,4.54,2.39,,2.87,5.02,,3.1,2.27,4.06,1.91,7.76,32.73,7.05,1.79,5.14,2.39,3.7,3.34,,,5.61,29.02,,4.18,4.18,,3.34,6.21,4.42,2.87,2.63,,2.51,2.03,0.777778,-0.111111,2.133333,3.753556,104.14,0.253086,96.147845
US_IL_17195,2020-01-25,ChIJ00XrpMTbCYgR4cwLAD2byNs,Q490972,geoId/17195,US,United States of America,IL,Illinois,17195,Whiteside County,US,USA,2,,,,,,,55955,27695,28260,6584,7104,6213,6045,6651,7910,7623,4678,3147,1357318,41.75,-89.91,697,78.133333,,,,,2.65,3.53,8.09,5.15,9.12,,7.79,4.41,,2.5,5.73,3.82,,2.21,,,25.58,3.38,10.88,,3.68,2.35,7.94,3.82,,,4.26,5.44,,3.38,2.94,5.44,,5.59,30.88,4.12,2.79,6.62,2.35,2.79,4.56,2.21,,5.15,29.85,,3.97,5.29,2.35,,4.85,4.26,3.23,2.5,3.23,2.21,,0.372222,-0.122222,1.494444,5.192889,165.1,-0.5,93.743106
US_IL_17195,2020-01-26,ChIJ00XrpMTbCYgR4cwLAD2byNs,Q490972,geoId/17195,US,United States of America,IL,Illinois,17195,Whiteside County,US,USA,2,,,,,,,55955,27695,28260,6584,7104,6213,6045,6651,7910,7623,4678,3147,1357318,41.75,-89.91,697,78.133333,,,,,,4.27,8.55,2.48,7.72,2.07,7.03,5.93,,3.45,4.55,3.31,,2.21,,3.17,24.81,2.89,7.86,2.34,5.51,,7.99,4.27,2.34,3.03,4.41,4.13,3.31,4.13,3.86,5.24,4.13,4.13,28.53,5.38,3.17,4.82,2.21,4.55,4.41,,,5.65,33.77,2.48,4.0,6.34,3.03,2.89,5.38,4.27,2.89,4.27,5.1,4.69,2.62,-1.255556,-2.833333,0.405556,1.6002,129.54,-2.950617,88.025176
US_IL_17195,2020-01-27,ChIJ00XrpMTbCYgR4cwLAD2byNs,Q490972,geoId/17195,US,United States of America,IL,Illinois,17195,Whiteside County,US,USA,2,,,,,,,55955,27695,28260,6584,7104,6213,6045,6651,7910,7623,4678,3147,1357318,41.75,-89.91,697,78.133333,,,,,1.78,4.99,6.65,3.45,8.2,2.97,9.86,3.92,1.78,4.16,5.7,4.28,1.78,2.5,,2.5,27.8,3.45,8.08,1.66,5.23,,6.06,1.78,2.5,2.38,4.75,6.77,,3.33,2.97,4.75,1.9,7.01,39.56,5.23,3.09,6.54,2.85,4.51,4.28,2.38,2.38,5.23,32.91,,2.5,7.37,2.02,3.09,6.18,2.5,2.73,2.26,2.97,2.38,,-1.827778,-3.088889,-0.261111,0.0,129.54,-3.345679,88.926709
US_IL_17195,2020-01-28,ChIJ00XrpMTbCYgR4cwLAD2byNs,Q490972,geoId/17195,US,United States of America,IL,Illinois,17195,Whiteside County,US,USA,2,,,,,,,55955,27695,28260,6584,7104,6213,6045,6651,7910,7623,4678,3147,1357318,41.75,-89.91,697,78.133333,,,,,,4.42,5.26,4.9,6.09,2.27,5.85,5.38,1.91,3.11,5.14,3.7,1.79,2.87,,1.91,21.62,2.39,7.17,2.99,6.57,2.03,8.6,6.57,,2.63,5.85,5.61,2.27,1.79,2.87,4.42,,5.73,39.06,5.38,2.75,6.21,2.51,3.35,4.06,2.75,2.03,4.3,35.84,1.91,3.7,6.93,2.51,,6.45,3.46,4.18,1.67,4.18,4.06,,-2.061111,-3.311111,-0.855556,0.0,114.3,-3.851852,87.651015
US_IL_17195,2020-01-29,ChIJ00XrpMTbCYgR4cwLAD2byNs,Q490972,geoId/17195,US,United States of America,IL,Illinois,17195,Whiteside County,US,USA,2,,,,,,,55955,27695,28260,6584,7104,6213,6045,6651,7910,7623,4678,3147,1357318,41.75,-89.91,697,78.133333,,,,,2.66,3.75,7.62,2.78,7.62,,7.13,4.11,1.81,2.3,5.32,4.47,,4.83,,3.63,23.81,3.99,8.22,3.26,5.2,,9.79,5.56,3.14,2.42,5.56,7.13,2.18,4.83,4.11,4.59,2.06,8.22,40.01,5.32,3.14,6.65,3.14,4.47,5.44,,,6.04,36.99,1.81,3.38,9.31,,2.9,5.44,4.35,4.59,2.66,2.54,3.26,2.18,-2.777778,-3.7,-0.972222,0.0,114.3,-5.364198,82.446261
US_IL_17195,2020-01-30,ChIJ00XrpMTbCYgR4cwLAD2byNs,Q490972,geoId/17195,US,United States of America,IL,Illinois,17195,Whiteside County,US,USA,2,,,,,,,55955,27695,28260,6584,7104,6213,6045,6651,7910,7623,4678,3147,1357318,41.75,-89.91,697,78.133333,,,,,,4.94,4.47,4.23,8.58,1.76,6.7,5.52,1.65,3.06,5.17,3.53,,1.76,1.88,2.23,34.79,3.53,7.76,2.82,5.17,2.94,9.17,5.05,,2.82,5.64,3.88,3.29,5.76,2.94,4.82,3.53,6.11,36.43,5.88,2.94,5.17,3.88,6.93,4.11,2.58,2.82,5.76,32.55,,3.17,4.58,2.0,2.47,3.17,3.88,3.88,2.58,3.64,2.94,1.88,-2.066667,-3.538889,-0.033333,0.0,114.3,-4.376543,83.856473
